mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL002365,(s)-carvone,Glutathione S-transferase P,733,904,150.24,2.36,0,1,47.43,1.34,1.62,0.03,0.33,11.80
MOL002365,(s)-carvone,"Glutathione reductase, mitochondrial",240,714,150.24,2.36,0,1,47.43,1.34,1.62,0.03,0.33,11.80
MOL002635,(±)-lyoniresinol,"Nitric oxide synthase, inducible",3,7,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Estrogen receptor,46,136,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Androgen receptor,48,146,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Peroxisome proliferator activated receptor gamma,78,238,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Coagulation factor Xa,79,239,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Prostaglandin G/H synthase 2,94,290,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Carbonic anhydrase II,117,357,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Coagulation factor VII,123,369,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Vascular endothelial growth factor receptor 2,139,407,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,DNA topoisomerase II,287,817,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Estrogen receptor beta,307,869,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Heat shock protein HSP 90,444,1939,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Cyclin-A2,3025,6235,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Nuclear receptor coactivator 2,3276,6241,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002635,(±)-lyoniresinol,Calmodulin,3907,465,420.50,2.21,4,8,4.87,-0.27,-1.22,0.54,0.15,
MOL002636,Kihadalactone A,N/A,N/A,N/A,512.70,3.96,0,7,34.21,0.19,-0.51,0.82,0.29,-6.27
MOL002637,Obacunoic acid,N/A,N/A,N/A,472.58,2.07,2,8,20.69,-0.74,-1.28,0.79,0.33,
MOL013352,Obacunone,N/A,N/A,N/A,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002639,Obamegine,N/A,N/A,N/A,594.76,6.72,2,8,2.55,0.95,0.25,0.11,0.26,
MOL002640,phellavin,N/A,N/A,N/A,536.58,0.60,8,12,3.9,-1.95,-3.05,0.83,0.30,
MOL002641,Phellavin_qt,Prostaglandin G/H synthase 2,94,290,374.42,2.51,5,7,35.86,-0.41,-1.32,0.44,0.33,15.81
MOL002641,Phellavin_qt,Coagulation factor VII,123,369,374.42,2.51,5,7,35.86,-0.41,-1.32,0.44,0.33,15.81
MOL002641,Phellavin_qt,Heat shock protein HSP 90,444,1939,374.42,2.51,5,7,35.86,-0.41,-1.32,0.44,0.33,15.81
MOL002642,phellodendrine,Prostaglandin G/H synthase 1,6,20,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Muscarinic acetylcholine receptor M3,16,51,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Potassium voltage-gated channel subfamily H member 2,37,101,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Muscarinic acetylcholine receptor M1,38,103,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Sodium channel protein type 5 subunit alpha,70,220,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Coagulation factor Xa,79,239,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Muscarinic acetylcholine receptor M5,87,274,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Prostaglandin G/H synthase 2,94,290,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Carbonic anhydrase II,117,357,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Muscarinic acetylcholine receptor M4,154,450,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Retinoic acid receptor RXR-alpha,158,459,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Delta-type opioid receptor,163,467,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Alpha-1A adrenergic receptor,191,556,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Alpha-1B adrenergic receptor,216,632,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Beta-2 adrenergic receptor,261,766,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Alpha-1D adrenergic receptor,272,789,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,DNA topoisomerase II,287,817,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Mu-type opioid receptor,299,847,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Heat shock protein HSP 90,444,1939,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Ig gamma-1 chain C region,1201,4785,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Nuclear receptor coactivator 2,3276,6241,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Nuclear receptor coactivator 1,3279,6228,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002642,phellodendrine,Calmodulin,3907,465,342.45,3.19,2,4,2.61,0.87,0.19,0.58,0.18,
MOL002643,delta 7-stigmastenol,Progesterone receptor,209,614,414.79,8.08,1,1,37.42,1.30,0.83,0.75,0.22,5.27
MOL002644,Phellopterin,Thrombin,17,54,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Muscarinic acetylcholine receptor M1,38,103,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Sodium channel protein type 5 subunit alpha,70,220,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Prostaglandin G/H synthase 2,94,290,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Retinoic acid receptor RXR-alpha,158,459,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Alpha-1B adrenergic receptor,216,632,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Beta-2 adrenergic receptor,261,766,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Dipeptidyl peptidase IV,332,952,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,Heat shock protein HSP 90,444,1939,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002644,Phellopterin,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002645,PEA,Alcohol dehydrogenase 1B,726,444,121.20,1.26,2,1,42.96,1.11,0.94,0.02,0.35,-2.53
MOL002645,PEA,Alcohol dehydrogenase 1C,727,517,121.20,1.26,2,1,42.96,1.11,0.94,0.02,0.35,-2.53
MOL002645,PEA,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,121.20,1.26,2,1,42.96,1.11,0.94,0.02,0.35,-2.53
MOL002645,PEA,Trypsin-3,3952,2886,121.20,1.26,2,1,42.96,1.11,0.94,0.02,0.35,-2.53
MOL002646,Vanilloloside,N/A,N/A,N/A,316.34,-0.96,5,8,8.58,-0.95,-1.49,0.21,0.24,
MOL002647,Vanillyl alcohol,Alpha-2C adrenergic receptor,126,378,154.18,0.94,2,3,14.98,0.55,0.24,0.03,0.25,
MOL002647,Vanillyl alcohol,Amine oxidase [flavin-containing] A,566,3941,154.18,0.94,2,3,14.98,0.55,0.24,0.03,0.25,
MOL002647,Vanillyl alcohol,Lysozyme,1172,2300,154.18,0.94,2,3,14.98,0.55,0.24,0.03,0.25,
MOL002647,Vanillyl alcohol,Amine oxidase [flavin-containing] B,565,3939,154.18,0.94,2,3,14.98,0.55,0.24,0.03,0.25,
MOL002647,Vanillyl alcohol,Alpha-2A adrenergic receptor,105,318,154.18,0.94,2,3,14.98,0.55,0.24,0.03,0.25,
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Muscarinic acetylcholine receptor M2,210,617,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Gamma-aminobutyric acid receptor subunit alpha-1,309,872,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Dipeptidyl peptidase IV,332,952,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Cytochrome P450-cam,1143,2298,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002648,"(4R)-limonene 1beta,2beta-epoxide",Trypsin-1,2928,3176,152.26,2.27,0,1,41.43,1.56,1.87,0.05,0.30,11.57
MOL002649,Coniferin,N/A,N/A,N/A,342.38,-0.49,5,8,10.28,-1.00,-1.74,0.27,0.27,
MOL002650,Coniferol,Prostaglandin G/H synthase 1,6,20,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Muscarinic acetylcholine receptor M1,38,103,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Beta-1 adrenergic receptor,63,193,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Prostaglandin G/H synthase 2,94,290,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,"Nitric-oxide synthase, endothelial",95,291,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Alpha-2A adrenergic receptor,105,318,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Alpha-2C adrenergic receptor,126,378,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Sodium-dependent noradrenaline transporter,186,540,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Alpha-1A adrenergic receptor,191,556,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Alpha-1B adrenergic receptor,216,632,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Sodium-dependent dopamine transporter,239,713,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Beta-2 adrenergic receptor,261,766,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Leukotriene A-4 hydrolase,521,3060,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Amine oxidase [flavin-containing] B,565,3939,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Amine oxidase [flavin-containing] A,566,3941,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Muscarinic acetylcholine receptor M2,210,617,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Alpha-2B adrenergic receptor,214,629,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002650,Coniferol,Chymotrypsinogen B,1696,6011,180.22,1.41,2,3,44.88,0.55,0.02,0.05,0.32,2.71
MOL002651,Dehydrotanshinone II A,Dopamine D1 receptor,7,23,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M3,16,51,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Thrombin,17,54,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M1,38,103,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Estrogen receptor,46,136,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Androgen receptor,48,146,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Sodium channel protein type 5 subunit alpha,70,220,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Peroxisome proliferator activated receptor gamma,78,238,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M5,87,274,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Prostaglandin G/H synthase 2,94,290,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M4,154,450,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Delta-type opioid receptor,163,467,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Acetylcholinesterase,165,474,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,5-hydroxytryptamine 2A receptor,175,502,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Alpha-1A adrenergic receptor,191,556,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Beta-2 adrenergic receptor,261,766,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Mu-type opioid receptor,299,847,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Dipeptidyl peptidase IV,332,952,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002651,Dehydrotanshinone II A,Nuclear receptor coactivator 1,3279,6228,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002652,delta7-Dehydrosophoramine,N/A,N/A,N/A,242.35,1.09,0,3,54.45,0.99,0.75,0.25,0.22,5.52
MOL002653,Dictamine,N/A,N/A,N/A,199.22,2.36,0,3,31.39,1.29,1.01,0.11,0.28,1.14
MOL002654,Amurensin,N/A,N/A,N/A,534.56,0.62,8,12,3.74,-1.59,-2.60,0.83,0.31,
MOL002655,Amurensin_qt,Thrombin,17,54,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Estrogen receptor,46,136,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Androgen receptor,48,146,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Peroxisome proliferator activated receptor gamma,78,238,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Coagulation factor Xa,79,239,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Prostaglandin G/H synthase 2,94,290,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Coagulation factor VII,123,369,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,DNA topoisomerase II,287,817,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Dipeptidyl peptidase IV,332,952,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Mitogen-activated protein kinase 14,402,1540,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Glycogen synthase kinase-3 beta,422,1721,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Heat shock protein HSP 90,444,1939,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Cell division protein kinase 2,482,2240,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Trypsin-1,2928,3176,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Vascular endothelial growth factor receptor 2,139,407,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002655,Amurensin_qt,Calmodulin,3907,465,372.40,2.53,5,7,26.37,-0.13,-1.13,0.44,0.34,
MOL002656,dihydroniloticin,N/A,N/A,N/A,458.80,5.66,2,3,36.43,0.65,0.03,0.81,0.25,7.04
MOL002657,hispidol B,N/A,N/A,N/A,476.82,4.89,4,4,19.72,0.20,-0.50,0.81,0.21,
MOL002658,kihadalactone B,N/A,N/A,N/A,530.72,3.14,0,8,16.71,-0.30,-1.04,0.79,0.34,
MOL002659,kihadanin A,N/A,N/A,N/A,486.56,1.76,1,9,31.6,-0.93,-1.36,0.7,0.38,2.68
MOL002660,niloticin,N/A,N/A,N/A,456.78,5.62,1,3,41.41,0.54,-0.20,0.82,0.27,5.19
MOL002661,nomilin,N/A,N/A,N/A,514.62,2.12,0,9,17.77,-0.27,-0.74,0.67,0.30,
MOL002662,rutaecarpine,Prostaglandin G/H synthase 1,6,20,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
MOL002662,rutaecarpine,Androgen receptor,48,146,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
MOL002662,rutaecarpine,Sodium channel protein type 5 subunit alpha,70,220,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
MOL002662,rutaecarpine,Coagulation factor Xa,79,239,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
MOL002662,rutaecarpine,Prostaglandin G/H synthase 2,94,290,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
MOL002662,rutaecarpine,"Nitric-oxide synthase, endothelial",95,291,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
