mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife,mol_url
MOL002644,Phellopterin,Heat shock protein HSP 90,444,1939,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64,https://tcmsp-e.com/molecule.php?qn=2644
MOL002644,Phellopterin,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64,https://tcmsp-e.com/molecule.php?qn=2644
MOL002651,Dehydrotanshinone II A,Dopamine D1 receptor,7,23,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M3,16,51,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Thrombin,17,54,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M1,38,103,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Estrogen receptor,46,136,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Androgen receptor,48,146,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Sodium channel protein type 5 subunit alpha,70,220,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Peroxisome proliferator activated receptor gamma,78,238,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M5,87,274,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Prostaglandin G/H synthase 2,94,290,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Muscarinic acetylcholine receptor M4,154,450,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Delta-type opioid receptor,163,467,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Acetylcholinesterase,165,474,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,5-hydroxytryptamine 2A receptor,175,502,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Alpha-1A adrenergic receptor,191,556,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Beta-2 adrenergic receptor,261,766,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Mu-type opioid receptor,299,847,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Dipeptidyl peptidase IV,332,952,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002651,Dehydrotanshinone II A,Nuclear receptor coactivator 1,3279,6228,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71,https://tcmsp-e.com/molecule.php?qn=2651
MOL002652,delta7-Dehydrosophoramine,N/A,N/A,N/A,242.35,1.09,0,3,54.45,0.99,0.75,0.25,0.22,5.52,https://tcmsp-e.com/molecule.php?qn=2652
MOL002656,dihydroniloticin,N/A,N/A,N/A,458.80,5.66,2,3,36.43,0.65,0.03,0.81,0.25,7.04,https://tcmsp-e.com/molecule.php?qn=2656
MOL002659,kihadanin A,N/A,N/A,N/A,486.56,1.76,1,9,31.6,-0.93,-1.36,0.7,0.38,2.68,https://tcmsp-e.com/molecule.php?qn=2659
MOL002660,niloticin,N/A,N/A,N/A,456.78,5.62,1,3,41.41,0.54,-0.20,0.82,0.27,5.19,https://tcmsp-e.com/molecule.php?qn=2660
MOL002662,rutaecarpine,Prostaglandin G/H synthase 1,6,20,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Androgen receptor,48,146,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Sodium channel protein type 5 subunit alpha,70,220,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Coagulation factor Xa,79,239,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Prostaglandin G/H synthase 2,94,290,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,"Nitric-oxide synthase, endothelial",95,291,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,5-hydroxytryptamine receptor 3A,113,341,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Retinoic acid receptor RXR-alpha,158,459,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Serine/threonine-protein kinase Chk1,647,5790,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,72 kDa type IV collagenase,238,707,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Matrix metalloproteinase-9,4334,N/A,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Tumor necrosis factor,265,777,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Cytochrome P450 3A4,621,4512,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Cytochrome P450 1A2,724,4200,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Interleukin-4,4301,N/A,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002662,rutaecarpine,Cytochrome P450 2B6,670,6030,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21,https://tcmsp-e.com/molecule.php?qn=2662
MOL002663,Skimmianin,Retinoic acid receptor RXR-alpha,158,459,259.28,2.33,0,5,40.14,1.26,1.10,0.2,0.14,-2.43,https://tcmsp-e.com/molecule.php?qn=2663
MOL002663,Skimmianin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,259.28,2.33,0,5,40.14,1.26,1.10,0.2,0.14,-2.43,https://tcmsp-e.com/molecule.php?qn=2663
MOL002663,Skimmianin,Heat shock protein HSP 90,444,1939,259.28,2.33,0,5,40.14,1.26,1.10,0.2,0.14,-2.43,https://tcmsp-e.com/molecule.php?qn=2663
MOL002663,Skimmianin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,259.28,2.33,0,5,40.14,1.26,1.10,0.2,0.14,-2.43,https://tcmsp-e.com/molecule.php?qn=2663
MOL002663,Skimmianin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,259.28,2.33,0,5,40.14,1.26,1.10,0.2,0.14,-2.43,https://tcmsp-e.com/molecule.php?qn=2663
MOL002666,Chelerythrine,Prostaglandin G/H synthase 1,6,20,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32,https://tcmsp-e.com/molecule.php?qn=2666
MOL002666,Chelerythrine,Potassium voltage-gated channel subfamily H member 2,37,101,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32,https://tcmsp-e.com/molecule.php?qn=2666
MOL002666,Chelerythrine,Prostaglandin G/H synthase 2,94,290,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32,https://tcmsp-e.com/molecule.php?qn=2666
MOL002666,Chelerythrine,Retinoic acid receptor RXR-alpha,158,459,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32,https://tcmsp-e.com/molecule.php?qn=2666
MOL002666,Chelerythrine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32,https://tcmsp-e.com/molecule.php?qn=2666
MOL002666,Chelerythrine,Nuclear receptor coactivator 2,3276,6241,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32,https://tcmsp-e.com/molecule.php?qn=2666
MOL000449,Stigmasterol,Progesterone receptor,209,614,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Mineralocorticoid receptor,252,737,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Nuclear receptor coactivator 2,3276,6241,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Alcohol dehydrogenase 1C,727,517,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Ig gamma-1 chain C region,1201,4785,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Retinoic acid receptor RXR-alpha,158,459,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Nuclear receptor coactivator 1,3279,6228,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Prostaglandin G/H synthase 1,6,20,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Prostaglandin G/H synthase 2,94,290,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Alpha-2A adrenergic receptor,105,318,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Sodium-dependent noradrenaline transporter,186,540,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Sodium-dependent dopamine transporter,239,713,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Beta-2 adrenergic receptor,261,766,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Aldose reductase,288,822,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Urokinase-type plasminogen activator,346,1074,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Leukotriene A-4 hydrolase,521,3060,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Amine oxidase [flavin-containing] B,565,3939,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Amine oxidase [flavin-containing] A,566,3941,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,mRNA of PKA Catalytic Subunit C-alpha,699,6263,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Chymotrypsinogen B,1696,6011,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Muscarinic acetylcholine receptor M3,16,51,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Muscarinic acetylcholine receptor M1,38,103,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Beta-1 adrenergic receptor,63,193,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Sodium channel protein type 5 subunit alpha,70,220,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,5-hydroxytryptamine 2A receptor,175,502,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Alpha-1A adrenergic receptor,191,556,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Muscarinic acetylcholine receptor M2,210,617,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Alpha-1B adrenergic receptor,216,632,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL000449,Stigmasterol,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,https://tcmsp-e.com/molecule.php?qn=449
MOL002668,Worenine,"Nitric oxide synthase, inducible",3,7,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002668,Worenine,Prostaglandin G/H synthase 1,6,20,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002668,Worenine,Estrogen receptor,46,136,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002668,Worenine,Androgen receptor,48,146,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002668,Worenine,Prostaglandin G/H synthase 2,94,290,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002668,Worenine,Serine/threonine-protein kinase Chk1,647,5790,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002668,Worenine,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41,https://tcmsp-e.com/molecule.php?qn=2668
MOL002670,Cavidine,Prostaglandin G/H synthase 1,6,20,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Muscarinic acetylcholine receptor M3,16,51,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Potassium voltage-gated channel subfamily H member 2,37,101,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Muscarinic acetylcholine receptor M1,38,103,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Beta-1 adrenergic receptor,63,193,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Sodium channel protein type 5 subunit alpha,70,220,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Coagulation factor Xa,79,239,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Muscarinic acetylcholine receptor M5,87,274,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Prostaglandin G/H synthase 2,94,290,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,5-hydroxytryptamine receptor 3A,113,341,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
MOL002670,Cavidine,Alpha-2C adrenergic receptor,126,378,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78,https://tcmsp-e.com/molecule.php?qn=2670
