mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL002890,"2-Carboxymethyl-3-prenyl-2,3-epoxy-1,4-naphthoquinone",N/A,N/A,N/A,300.33,2.46,0,5,20.68,0.23,-0.02,0.26,0.42,
MOL002891,magnoflorine,Prostaglandin G/H synthase 1,6,20,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Potassium voltage-gated channel subfamily H member 2,37,101,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Muscarinic acetylcholine receptor M1,38,103,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Androgen receptor,48,146,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Sodium channel protein type 5 subunit alpha,70,220,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Prostaglandin G/H synthase 2,94,290,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Carbonic anhydrase II,117,357,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Retinoic acid receptor RXR-alpha,158,459,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Acetylcholinesterase,165,474,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Alpha-1B adrenergic receptor,216,632,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Beta-2 adrenergic receptor,261,766,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Alpha-1D adrenergic receptor,272,789,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,DNA topoisomerase II,287,817,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Pregnane X receptor,371,1284,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Trypsin-1,2928,3176,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Nuclear receptor coactivator 2,3276,6241,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Nuclear receptor coactivator 1,3279,6228,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Calmodulin,3907,465,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Muscarinic acetylcholine receptor M3,16,51,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,"Nitric-oxide synthase, endothelial",95,291,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Heat shock protein HSP 90,444,1939,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Calcium-activated potassium channel subunit alpha 1,3727,610,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Delta-type opioid receptor,163,467,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002891,magnoflorine,Mu-type opioid receptor,299,847,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL013352,Obacunone,N/A,N/A,N/A,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002893,Trihydroxybufosterocholanic acid,N/A,N/A,N/A,464.76,4.51,4,5,16.78,-0.22,-0.94,0.84,0.23,
MOL002894,berberrubine,"Nitric oxide synthase, inducible",3,7,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Prostaglandin G/H synthase 1,6,20,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Potassium voltage-gated channel subfamily H member 2,37,101,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Estrogen receptor,46,136,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Androgen receptor,48,146,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Sodium channel protein type 5 subunit alpha,70,220,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Prostaglandin G/H synthase 2,94,290,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,"Nitric-oxide synthase, endothelial",95,291,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Retinoic acid receptor RXR-alpha,158,459,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Trypsin-1,2928,3176,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Nuclear receptor coactivator 2,3276,6241,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002894,berberrubine,Calmodulin,3907,465,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002895,DPEC,N/A,N/A,N/A,282.31,3.38,2,4,28.36,0.94,0.26,0.24,0.37,
MOL002896,Corydaldine,Prostaglandin G/H synthase 1,6,20,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Muscarinic acetylcholine receptor M3,16,51,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Muscarinic acetylcholine receptor M1,38,103,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Beta-1 adrenergic receptor,63,193,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Sodium channel protein type 5 subunit alpha,70,220,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Prostaglandin G/H synthase 2,94,290,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Alpha-2A adrenergic receptor,105,318,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Sodium-dependent noradrenaline transporter,186,540,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Alpha-1A adrenergic receptor,191,556,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Alpha-1B adrenergic receptor,216,632,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Sodium-dependent dopamine transporter,239,713,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Beta-2 adrenergic receptor,261,766,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Sodium-dependent serotonin transporter,290,824,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Leukotriene A-4 hydrolase,521,3060,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,Amine oxidase [flavin-containing] B,565,3939,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002896,Corydaldine,cAMP-dependent protein kinase inhibitor alpha,3586,6264,207.25,1.08,1,4,49.3,0.81,0.56,0.09,0.22,4.03
MOL002897,epiberberine,"Nitric oxide synthase, inducible",3,7,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Potassium voltage-gated channel subfamily H member 2,37,101,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Estrogen receptor,46,136,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Androgen receptor,48,146,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Prostaglandin G/H synthase 2,94,290,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,"Nitric-oxide synthase, endothelial",95,291,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Retinoic acid receptor RXR-alpha,158,459,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Trypsin-1,2928,3176,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,Nuclear receptor coactivator 2,3276,6241,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002897,epiberberine,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",3868,695,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002898,groenlandicine,"Nitric oxide synthase, inducible",3,7,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Prostaglandin G/H synthase 1,6,20,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Estrogen receptor,46,136,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Androgen receptor,48,146,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Prostaglandin G/H synthase 2,94,290,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,"Nitric-oxide synthase, endothelial",95,291,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Retinoic acid receptor RXR-alpha,158,459,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Trypsin-1,2928,3176,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Nuclear receptor coactivator 2,3276,6241,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Potassium voltage-gated channel subfamily H member 2,37,101,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Sodium channel protein type 5 subunit alpha,70,220,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Coagulation factor Xa,79,239,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Beta-2 adrenergic receptor,261,766,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Heat shock protein HSP 90,444,1939,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL002898,groenlandicine,Calcium-activated potassium channel subunit alpha 1,3727,610,322.36,3.20,1,4,28.42,1.13,0.31,0.72,0.23,
MOL003959,limonin,Cytochrome P450 3A4,621,4512,470.56,1.42,0,8,21.3,-0.15,-0.67,0.57,0.00,
MOL002900,Noroxyhydrastinine,Prostaglandin G/H synthase 1,6,20,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,Muscarinic acetylcholine receptor M1,38,103,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,Prostaglandin G/H synthase 2,94,290,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,Alpha-2A adrenergic receptor,105,318,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,Beta-2 adrenergic receptor,261,766,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,Amine oxidase [flavin-containing] B,565,3939,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002900,Noroxyhydrastinine,Queuine tRNA-ribosyltransferase,1825,2561,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002901,phellodendrine,Prostaglandin G/H synthase 1,6,20,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Muscarinic acetylcholine receptor M3,16,51,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Potassium voltage-gated channel subfamily H member 2,37,101,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Muscarinic acetylcholine receptor M1,38,103,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Sodium channel protein type 5 subunit alpha,70,220,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Muscarinic acetylcholine receptor M5,87,274,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Prostaglandin G/H synthase 2,94,290,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Carbonic anhydrase II,117,357,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Muscarinic acetylcholine receptor M4,154,450,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Alpha-1B adrenergic receptor,216,632,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Beta-2 adrenergic receptor,261,766,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Mu-type opioid receptor,299,847,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Heat shock protein HSP 90,444,1939,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Ig gamma-1 chain C region,1201,4785,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Nuclear receptor coactivator 2,3276,6241,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Nuclear receptor coactivator 1,3279,6228,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002901,phellodendrine,Calmodulin,3907,465,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002902,Ethyl caffeate,Prostaglandin G/H synthase 1,6,20,208.23,1.97,2,4,103.85,0.73,0.51,0.07,0.34,3.76
MOL002902,Ethyl caffeate,Prostaglandin G/H synthase 2,94,290,208.23,1.97,2,4,103.85,0.73,0.51,0.07,0.34,3.76
MOL002902,Ethyl caffeate,Beta-2 adrenergic receptor,261,766,208.23,1.97,2,4,103.85,0.73,0.51,0.07,0.34,3.76
MOL002902,Ethyl caffeate,Amine oxidase [flavin-containing] B,565,3939,208.23,1.97,2,4,103.85,0.73,0.51,0.07,0.34,3.76
MOL002903,(R)-Canadine,Prostaglandin G/H synthase 1,6,20,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M3,16,51,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Potassium voltage-gated channel subfamily H member 2,37,101,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M1,38,103,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Sodium channel protein type 5 subunit alpha,70,220,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Coagulation factor Xa,79,239,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M5,87,274,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Prostaglandin G/H synthase 2,94,290,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,5-hydroxytryptamine receptor 3A,113,341,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Alpha-2C adrenergic receptor,126,378,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M4,154,450,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Delta-type opioid receptor,163,467,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,5-hydroxytryptamine 2A receptor,175,502,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,5-hydroxytryptamine 2C receptor,203,590,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Alpha-1B adrenergic receptor,216,632,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Sodium-dependent dopamine transporter,239,713,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Beta-2 adrenergic receptor,261,766,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Alpha-1D adrenergic receptor,272,789,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Sodium-dependent serotonin transporter,290,824,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Mu-type opioid receptor,299,847,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Heat shock protein HSP 90,444,1939,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",3868,695,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Calmodulin,3907,465,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Dopamine D1 receptor,7,23,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,D(1B) dopamine receptor,56,163,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Retinoic acid receptor RXR-alpha,158,459,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Sodium-dependent noradrenaline transporter,186,540,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Alpha-1A adrenergic receptor,191,556,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M2,210,617,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002903,(R)-Canadine,Calcium-activated potassium channel subunit alpha 1,3727,610,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002904,Berlambine,"Nitric oxide synthase, inducible",3,7,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33
MOL002904,Berlambine,Prostaglandin G/H synthase 1,6,20,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33
MOL002904,Berlambine,Muscarinic acetylcholine receptor M3,16,51,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33
MOL002904,Berlambine,Potassium voltage-gated channel subfamily H member 2,37,101,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33
MOL002904,Berlambine,Androgen receptor,48,146,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33
