mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL001689,acacetin,Nuclear receptor coactivator 2,3276,6241,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Nuclear receptor coactivator 1,3279,6228,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Calmodulin,3907,465,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Serine/threonine-protein kinase Chk1,647,5790,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Beta-2 adrenergic receptor,261,766,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Transcription factor p65,4565,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Apoptosis regulator Bcl-2,86,273,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Cyclin-dependent kinase inhibitor 1,4141,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Apoptosis regulator BAX,4033,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Caspase-3,4087,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Cellular tumor antigen p53,646,5788,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Caspase-8,4089,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Fatty acid synthase,374,1295,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Tumor necrosis factor ligand superfamily member 6,4584,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL001689,acacetin,Cytochrome P450 19A1,4148,N/A,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL000173,wogonin,"Nitric oxide synthase, inducible",3,7,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Prostaglandin G/H synthase 1,6,20,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Estrogen receptor,46,136,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Androgen receptor,48,146,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Sodium channel protein type 5 subunit alpha,70,220,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Peroxisome proliferator activated receptor gamma,78,238,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Prostaglandin G/H synthase 2,94,290,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Retinoic acid receptor RXR-alpha,158,459,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Dipeptidyl peptidase IV,332,952,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Mitogen-activated protein kinase 14,402,1540,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Glycogen synthase kinase-3 beta,422,1721,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Heat shock protein HSP 90,444,1939,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Cell division protein kinase 2,482,2240,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Serine/threonine-protein kinase Chk1,647,5790,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Trypsin-1,2928,3176,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Calmodulin,3907,465,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Beta-2 adrenergic receptor,261,766,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Transcription factor p65,4565,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,RAC-alpha serine/threonine-protein kinase,4490,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,G1/S-specific cyclin-D1,4214,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Apoptosis regulator Bcl-2,86,273,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Cyclin-dependent kinase inhibitor 1,4141,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Eukaryotic translation initiation factor 6,4197,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Apoptosis regulator BAX,4033,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Caspase-9,4090,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Vascular endothelial growth factor receptor 2,139,407,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Tumor necrosis factor,265,777,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Transcription factor AP-1,414,1629,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Interleukin-6,351,1159,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Activator of 90 kDa heat shock protein ATPase homolog 1,4007,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Caspase-3,4087,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Cellular tumor antigen p53,646,5788,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Bcl-2-binding component 3,4051,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Telomerase protein component 1,4549,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Interstitial collagenase,353,1167,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,C-C motif chemokine 2,417,1649,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Protein kinase C delta type,4471,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Prostaglandin E2 receptor EP3 subtype,593,4131,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Fibronectin,4206,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Interleukin-8,4303,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000173,wogonin,Induced myeloid leukemia cell differentiation protein Mcl-1,4269,N/A,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL013068,Oroxindin,Thrombin,17,54,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,
MOL013068,Oroxindin,Coagulation factor Xa,79,239,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,
MOL013068,Oroxindin,Carbonic anhydrase II,117,357,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,
MOL013068,Oroxindin,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,
MOL000018,(+/-)-Isoborneol,Cytochrome P450-cam,1143,2298,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Muscarinic acetylcholine receptor M2,210,617,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Muscarinic acetylcholine receptor M3,16,51,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Muscarinic acetylcholine receptor M1,38,103,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Prostaglandin G/H synthase 2,94,290,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Sodium-dependent noradrenaline transporter,186,540,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Alpha-1A adrenergic receptor,191,556,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000018,(+/-)-Isoborneol,Progesterone receptor,209,614,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36
MOL000198,(R)-linalool,Muscarinic acetylcholine receptor M1,38,103,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Muscarinic acetylcholine receptor M2,210,617,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Prostaglandin G/H synthase 1,6,20,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Potassium voltage-gated channel subfamily H member 2,37,101,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Sodium channel protein type 5 subunit alpha,70,220,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Coagulation factor Xa,79,239,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Prostaglandin G/H synthase 2,94,290,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Vascular endothelial growth factor receptor 2,139,407,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,DNA topoisomerase II,287,817,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Heat shock protein HSP 90,444,1939,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Nuclear receptor coactivator 2,3276,6241,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Calcium-activated potassium channel subunit alpha 1,3727,610,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Muscarinic acetylcholine receptor M3,16,51,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Sodium-dependent noradrenaline transporter,186,540,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000198,(R)-linalool,Progesterone receptor,209,614,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48
MOL000219,BOX,Amine oxidase [flavin-containing] B,565,3939,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Alcohol dehydrogenase 1B,726,444,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Alcohol dehydrogenase 1C,727,517,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Alcohol dehydrogenase 1A,729,251,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Lysozyme,1172,2300,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Bacillolysin,1961,2457,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Group IIE secretory phospholipase A2,3485,6270,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Trypsin-3,3952,2886,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,D-amino-acid oxidase,2992,6645,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",2230,4674,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Muscarinic acetylcholine receptor M3,16,51,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Prostaglandin G/H synthase 2,94,290,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Retinoic acid receptor RXR-alpha,158,459,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000219,BOX,Nuclear receptor coactivator 2,3276,6241,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Prostaglandin G/H synthase 1,6,20,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Dopamine D1 receptor,7,23,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Muscarinic acetylcholine receptor M3,16,51,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Muscarinic acetylcholine receptor M1,38,103,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Estrogen receptor,46,136,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Sodium channel protein type 5 subunit alpha,70,220,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Prostaglandin G/H synthase 2,94,290,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Retinoic acid receptor RXR-alpha,158,459,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Alpha-1A adrenergic receptor,191,556,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Alpha-1B adrenergic receptor,216,632,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Sodium-dependent dopamine transporter,239,713,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Beta-2 adrenergic receptor,261,766,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Sodium-dependent serotonin transporter,290,824,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Heat shock protein HSP 90,444,1939,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,mRNA of PKA Catalytic Subunit C-alpha,699,6263,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,cAMP-dependent protein kinase inhibitor alpha,3586,6264,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,"Neuronal acetylcholine receptor protein, alpha-7 chain",581,4095,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Amine oxidase [flavin-containing] B,565,3939,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,Calmodulin,3907,465,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL000024,alpha-humulene,Prostaglandin G/H synthase 2,94,290,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Sodium-dependent noradrenaline transporter,186,540,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Nuclear receptor coactivator 2,3276,6241,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,"Renin, renal",99,298,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Alcohol dehydrogenase 1B,726,444,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Alcohol dehydrogenase 1C,727,517,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Tumor necrosis factor,265,777,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000024,alpha-humulene,Interleukin-1 beta,418,1654,204.39,5.04,0,0,22.98,1.88,2.08,0.06,0.00,
MOL000254,eugenol,Prostaglandin G/H synthase 1,6,20,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Dopamine D1 receptor,7,23,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Muscarinic acetylcholine receptor M3,16,51,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Muscarinic acetylcholine receptor M1,38,103,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Beta-1 adrenergic receptor,63,193,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Prostaglandin G/H synthase 2,94,290,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,"Nitric-oxide synthase, endothelial",95,291,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Alpha-2A adrenergic receptor,105,318,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Alpha-2C adrenergic receptor,126,378,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Sodium-dependent noradrenaline transporter,186,540,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Alpha-1A adrenergic receptor,191,556,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Muscarinic acetylcholine receptor M2,210,617,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Alpha-1B adrenergic receptor,216,632,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Sodium-dependent dopamine transporter,239,713,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Beta-2 adrenergic receptor,261,766,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000254,eugenol,Beta-lactamase,499,2478,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
