mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL004561,Sudan III,https://tcmsp-e.com/molecule.php?qn=4561,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL000511,ursolic acid,https://tcmsp-e.com/molecule.php?qn=511,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000551,Hederagenol,https://tcmsp-e.com/molecule.php?qn=551,472.78,5.33,3,4,22.42,0.10,-0.51,0.74,0.23,
MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000003,MTL,https://tcmsp-e.com/molecule.php?qn=3,182.20,-2.94,6,6,17.73,-1.58,-4.07,0.03,0.18,
MOL000023,Hemo-sol,https://tcmsp-e.com/molecule.php?qn=23,136.26,3.50,0,0,39.84,1.83,2.12,0.02,0.00,11.68
MOL000035,beta-Selinene,https://tcmsp-e.com/molecule.php?qn=35,204.39,4.81,0,0,24.39,1.83,2.12,0.08,0.00,
MOL000105,protocatechuic acid,https://tcmsp-e.com/molecule.php?qn=105,154.13,0.90,3,4,25.37,0.10,-0.17,0.04,0.43,
MOL000116,Nonanal,https://tcmsp-e.com/molecule.php?qn=116,142.27,3.22,0,1,40.28,1.31,1.50,0.02,0.21,6.35
MOL000120,dec-2-enal,https://tcmsp-e.com/molecule.php?qn=120,154.28,3.66,0,1,18.55,1.40,1.59,0.02,0.27,
MOL000129,Acetate C-8,https://tcmsp-e.com/molecule.php?qn=129,172.30,3.18,0,2,18.43,1.24,1.28,0.03,0.18,
MOL000131,EIC,https://tcmsp-e.com/molecule.php?qn=131,280.50,6.39,1,2,41.9,1.16,0.90,0.14,0.25,7.50
MOL000223,caffeic acid,https://tcmsp-e.com/molecule.php?qn=223,180.17,1.37,3,4,25.76,0.21,-0.26,0.05,0.44,
MOL000252,farnesol,https://tcmsp-e.com/molecule.php?qn=252,222.41,4.76,1,1,28.44,1.32,1.07,0.06,0.28,
MOL000263,oleanolic acid,https://tcmsp-e.com/molecule.php?qn=263,456.78,6.42,2,3,29.02,0.59,0.07,0.76,0.25,
MOL000305,lauric acid,https://tcmsp-e.com/molecule.php?qn=305,200.36,4.54,1,2,23.59,1.02,1.10,0.04,0.00,
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36
MOL000365,syringaresinol,https://tcmsp-e.com/molecule.php?qn=365,418.48,2.10,2,8,3.29,0.60,-0.03,0.72,0.15,
MOL000394,choline,https://tcmsp-e.com/molecule.php?qn=394,104.20,-1.57,1,1,0.47,0.86,0.64,0.01,0.00,
MOL000422,kaempferol,https://tcmsp-e.com/molecule.php?qn=422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0.00,14.74
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57
MOL000478,Eucarvone,https://tcmsp-e.com/molecule.php?qn=478,150.24,2.07,0,1,53.14,1.35,1.65,0.03,0.00,11.45
MOL000514,Nonacosane,https://tcmsp-e.com/molecule.php?qn=514,408.89,13.60,0,0,8.12,1.92,1.54,0.39,0.16,
MOL000666,hexanal,https://tcmsp-e.com/molecule.php?qn=666,100.18,1.85,0,1,55.71,1.25,1.52,0.01,0.23,10.96
MOL000668,PENTYLFURAN,https://tcmsp-e.com/molecule.php?qn=668,138.23,3.12,0,1,54.59,1.72,1.94,0.02,0.10,-1.96
MOL000675,oleic acid,https://tcmsp-e.com/molecule.php?qn=675,282.52,6.84,1,2,33.13,1.17,0.78,0.14,0.20,4.99
MOL000707,Heptenal,https://tcmsp-e.com/molecule.php?qn=707,112.19,2.29,0,1,37.16,1.30,1.56,0.01,0.30,3.96
MOL000723,"trans-2,4-decadienal",https://tcmsp-e.com/molecule.php?qn=723,152.26,3.21,0,1,51.03,1.40,1.49,0.02,0.32,7.44
MOL000860,stearic acid,https://tcmsp-e.com/molecule.php?qn=860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,
MOL000864,MYS,https://tcmsp-e.com/molecule.php?qn=864,212.47,7.22,0,0,13.98,1.81,1.92,0.05,0.15,
MOL000874,paeonol,https://tcmsp-e.com/molecule.php?qn=874,166.19,1.29,1,3,28.79,0.93,0.84,0.04,0.32,
MOL000879,methyl palmitate,https://tcmsp-e.com/molecule.php?qn=879,270.51,6.62,0,2,18.09,1.37,1.18,0.12,0.14,
MOL000896,13657-68-6,https://tcmsp-e.com/molecule.php?qn=896,236.39,3.07,0,2,7.0,0.81,0.68,0.08,0.31,
MOL000910,Germacron,https://tcmsp-e.com/molecule.php?qn=910,218.37,4.33,0,1,32.5,1.33,1.53,0.07,0.33,7.22
MOL000920,LINALOOL (D),https://tcmsp-e.com/molecule.php?qn=920,154.28,2.74,1,1,38.29,1.29,1.33,0.02,0.32,6.29
MOL000971,Ethylpalmitate,https://tcmsp-e.com/molecule.php?qn=971,284.54,6.97,0,2,18.99,1.41,1.15,0.14,0.16,
MOL001283,C09704,https://tcmsp-e.com/molecule.php?qn=1283,222.41,4.56,1,1,29.56,1.37,1.34,0.06,0.31,
MOL001303,"(1R,2R,4S)-2,4-diisopropenyl-1-methyl-1-vinylcyclohexane",https://tcmsp-e.com/molecule.php?qn=1303,204.39,4.79,0,0,5.58,1.85,2.11,0.06,0.34,
MOL001393,myristic acid,https://tcmsp-e.com/molecule.php?qn=1393,228.42,5.46,1,2,21.18,1.07,0.99,0.07,0.19,
MOL001400,"4,8,12,16-tetramethylheptadecan-4-olide",https://tcmsp-e.com/molecule.php?qn=1400,324.61,7.16,0,2,26.06,1.29,1.12,0.2,0.22,
MOL001417,OCTENAL,https://tcmsp-e.com/molecule.php?qn=1417,126.22,2.74,0,1,19.41,1.34,1.59,0.01,0.28,
MOL001487,FITONE,https://tcmsp-e.com/molecule.php?qn=1487,268.54,6.20,0,1,6.67,1.50,1.44,0.1,0.22,
MOL001494,Mandenol,https://tcmsp-e.com/molecule.php?qn=1494,308.56,6.99,0,2,42.0,1.46,1.14,0.19,0.25,5.39
MOL001501,Daturic acid,https://tcmsp-e.com/molecule.php?qn=1501,270.51,6.82,1,2,18.51,1.12,0.95,0.12,0.21,
MOL001506,Supraene,https://tcmsp-e.com/molecule.php?qn=1506,410.80,11.33,0,0,33.55,2.08,1.73,0.42,0.27,2.72
MOL001641,METHYL LINOLEATE,https://tcmsp-e.com/molecule.php?qn=1641,294.53,6.64,0,2,41.93,1.44,1.08,0.17,0.21,6.05
MOL001652,"1H-2,6-dioxacyclopent(cd)inden-1-one, 4-((acetyloxy)methyl)-5-(beta-D-glucopyranosyloxy)-2a,4a,5,7b-tetrahydro-, (2aS-(2aalpha,5alpha,7balpha))-",https://tcmsp-e.com/molecule.php?qn=1652,414.40,-2.55,4,11,26.43,-1.60,-2.00,0.71,0.30,
MOL001653,asperuloside_qt,https://tcmsp-e.com/molecule.php?qn=1653,252.24,-0.80,1,6,6.86,-0.35,-0.76,0.17,0.32,
MOL001661,Scandoside methyl ester,https://tcmsp-e.com/molecule.php?qn=1661,404.41,-3.29,6,11,11.24,-2.27,-3.12,0.48,0.23,
MOL001662,scandoside_qt,https://tcmsp-e.com/molecule.php?qn=1662,242.25,-1.54,3,6,14.41,-1.19,-2.92,0.11,0.24,
MOL001666,Deacetyl asperulosidic acid methyl ester,https://tcmsp-e.com/molecule.php?qn=1666,404.41,-3.29,6,11,4.29,-2.36,-4.71,0.48,0.27,
MOL001667,deacetyl asperuloside acid_qt,https://tcmsp-e.com/molecule.php?qn=1667,242.25,-1.54,3,6,62.46,-0.78,-1.62,0.11,0.23,5.75
MOL001668,Geniposidic acid,https://tcmsp-e.com/molecule.php?qn=1668,374.38,-2.50,6,10,19.59,-2.15,-2.70,0.41,0.28,
MOL001669,geniposidie acid_qt,https://tcmsp-e.com/molecule.php?qn=1669,212.22,-0.76,3,5,30.96,-0.76,-1.37,0.09,0.31,7.49
MOL001739,zoomaric acid,https://tcmsp-e.com/molecule.php?qn=1739,254.46,5.92,1,2,35.78,1.18,0.88,0.1,0.24,5.29
MOL001745,Methyl vaccenate,https://tcmsp-e.com/molecule.php?qn=1745,296.55,7.09,0,2,31.9,1.43,1.16,0.17,0.18,5.46
MOL001850,Izoforon,https://tcmsp-e.com/molecule.php?qn=1850,138.23,2.06,0,1,44.98,1.28,1.66,0.03,0.32,11.40
MOL001878,"4,5-Di-O-caffeoylquinic acid",https://tcmsp-e.com/molecule.php?qn=1878,516.49,1.56,7,12,1.78,-1.24,-2.37,0.69,0.42,
MOL001942,isoimperatorin,https://tcmsp-e.com/molecule.php?qn=1942,270.30,3.65,0,4,45.46,0.97,0.66,0.23,0.27,-1.44
MOL002046,hexanoic acid,https://tcmsp-e.com/molecule.php?qn=2046,116.18,1.81,1,2,73.08,0.80,0.93,0.01,0.27,10.81
MOL002203,Exceparl M-OL,https://tcmsp-e.com/molecule.php?qn=2203,296.55,7.09,0,2,31.9,1.39,1.08,0.16,0.17,5.43
MOL002560,chrysin,https://tcmsp-e.com/molecule.php?qn=2560,254.25,2.60,2,4,22.61,0.70,0.01,0.18,0.42,
MOL002883,Ethyl oleate (NF),https://tcmsp-e.com/molecule.php?qn=2883,310.58,7.44,0,2,32.4,1.40,1.10,0.19,0.19,4.85
MOL003095,"5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone",https://tcmsp-e.com/molecule.php?qn=3095,358.37,2.80,1,7,51.96,0.88,-0.21,0.41,0.17,15.98
MOL003304,Hentriacontan,https://tcmsp-e.com/molecule.php?qn=3304,436.95,14.51,0,0,8.07,1.88,1.80,0.51,0.15,
MOL003515,"(3S,4S,4aR,6aR,6bS,8aS,12aS,14aR,14bR)-3-hydroxy-4,6a,6b,11,11,14b-hexamethyl-1,2,3,4a,5,6,7,8,9,10,12,12a,14,14a-tetradecahydropicene-4,8a-dicarboxylic acid",https://tcmsp-e.com/molecule.php?qn=3515,486.76,5.54,3,5,27.21,-0.07,-0.68,0.72,0.28,
MOL003662,"7,4'-Dihydroxyflavone",https://tcmsp-e.com/molecule.php?qn=3662,254.25,2.60,2,4,19.18,0.56,-0.16,0.18,0.43,
MOL003785,Benzyl acetate,https://tcmsp-e.com/molecule.php?qn=3785,150.19,1.61,0,2,20.79,1.24,1.46,0.03,0.35,
MOL004255,curdione,https://tcmsp-e.com/molecule.php?qn=4255,236.39,3.07,0,2,38.94,0.88,0.86,0.08,0.29,5.14
MOL005840,PANA,https://tcmsp-e.com/molecule.php?qn=5840,219.30,4.29,1,1,50.35,1.84,1.61,0.13,0.00,8.96
MOL006219,Clorius,https://tcmsp-e.com/molecule.php?qn=6219,136.16,1.69,0,2,45.99,1.25,1.41,0.02,0.40,-2.16
MOL006502,"3,5-Di-O-caffeoylquinic acid",https://tcmsp-e.com/molecule.php?qn=6502,516.49,1.56,7,12,1.79,-1.20,-2.39,0.68,0.40,
MOL007147,"methyl (1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylate",https://tcmsp-e.com/molecule.php?qn=7147,406.43,-3.26,6,11,6.46,-2.41,-5.83,0.47,0.26,
MOL007148,shanzhiside methyl ester_qt,https://tcmsp-e.com/molecule.php?qn=7148,244.27,-1.51,3,6,109.77,-1.05,-3.18,0.12,0.26,7.74
MOL007244,"3,4-di-o-caffeoylquinic acid",https://tcmsp-e.com/molecule.php?qn=7244,516.49,1.56,7,12,1.76,-1.18,-1.55,0.7,0.36,
MOL007245,3-Methylkempferol,https://tcmsp-e.com/molecule.php?qn=7245,300.28,1.84,3,6,60.16,0.37,-0.49,0.26,0.36,16.36
MOL007994,ilexoside A_qt,https://tcmsp-e.com/molecule.php?qn=7994,472.78,5.39,3,4,22.43,0.12,-0.33,0.74,0.00,
MOL009038,GBGB,https://tcmsp-e.com/molecule.php?qn=9038,550.57,-4.00,8,15,45.58,-3.29,-5.43,0.83,0.26,10.25
MOL009547,desacetyl asperulosidic acid,https://tcmsp-e.com/molecule.php?qn=9547,390.38,-3.54,7,11,16.9,-2.15,-2.83,0.45,0.30,
MOL009548,desacetyl asperulosidic acid_qt,https://tcmsp-e.com/molecule.php?qn=9548,228.22,-1.79,4,6,32.49,-1.31,-1.85,0.1,0.33,7.50
MOL009859,2-Ethylhexenal,https://tcmsp-e.com/molecule.php?qn=9859,126.22,2.73,0,1,37.08,1.36,1.72,0.01,0.29,11.47
MOL010215,"2,6-DIMETHYLHEPTANE",https://tcmsp-e.com/molecule.php?qn=10215,128.29,4.07,0,0,16.95,1.77,2.01,0.01,0.22,
MOL013377,Lutein,https://tcmsp-e.com/molecule.php?qn=13377,568.96,9.47,2,2,22.59,1.14,-0.99,0.55,0.33,
