mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife,mol_url
MOL004561,Sudan III,Prostaglandin G/H synthase 2,94,290,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Coagulation factor VII,123,369,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Estrogen receptor beta,307,869,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Dipeptidyl peptidase IV,332,952,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Mitogen-activated protein kinase 14,402,1540,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Glycogen synthase kinase-3 beta,422,1721,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Mitogen-activated protein kinase 10,438,1836,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Cell division protein kinase 2,482,2240,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,mRNA of PKA Catalytic Subunit C-alpha,699,6263,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL004561,Sudan III,Cyclin-A2,3025,6235,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99,https://tcmsp-e.com/molecule.php?qn=4561
MOL000098,quercetin,Prostaglandin G/H synthase 1,6,20,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Androgen receptor,48,146,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Peroxisome proliferator activated receptor gamma,78,238,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Prostaglandin G/H synthase 2,94,290,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Heat shock protein HSP 90,444,1939,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Nuclear receptor coactivator 2,3276,6241,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Dipeptidyl peptidase IV,332,952,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Aldose reductase,288,822,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Trypsin-1,2928,3176,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,DNA topoisomerase II,287,817,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Thrombin,17,54,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Potassium voltage-gated channel subfamily H member 2,37,101,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Sodium channel protein type 5 subunit alpha,70,220,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Coagulation factor Xa,79,239,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Beta-2 adrenergic receptor,261,766,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Stromelysin-1,441,1926,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Coagulation factor VII,123,369,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Nitric-oxide synthase, endothelial",95,291,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Retinoic acid receptor RXR-alpha,158,459,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Acetylcholinesterase,165,474,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Amine oxidase [flavin-containing] B,565,3939,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Transcription factor p65,4565,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Epidermal growth factor receptor,298,844,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,RAC-alpha serine/threonine-protein kinase,4490,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Vascular endothelial growth factor A,740,183,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,G1/S-specific cyclin-D1,4214,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Apoptosis regulator Bcl-2,86,273,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Bcl-2-like protein 1,4054,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Proto-oncogene c-Fos,4478,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cyclin-dependent kinase inhibitor 1,4141,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Eukaryotic translation initiation factor 6,4197,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Apoptosis regulator BAX,4033,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Caspase-9,4090,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Urokinase-type plasminogen activator,346,1074,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,72 kDa type IV collagenase,238,707,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Matrix metalloproteinase-9,4334,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Mitogen-activated protein kinase 1,354,1176,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interleukin-10,4292,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Pro-epidermal growth factor,734,1278,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Retinoblastoma-associated protein,2915,3846,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Tumor necrosis factor,265,777,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Transcription factor AP-1,414,1629,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interleukin-6,351,1159,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3",4144,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Activator of 90 kDa heat shock protein ATPase homolog 1,4007,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Caspase-3,4087,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cellular tumor antigen p53,646,5788,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,ETS domain-containing protein Elk-1,4194,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,NF-kappa-B inhibitor alpha,4394,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,NADPH--cytochrome P450 reductase,744,4120,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Ornithine decarboxylase,153,449,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Xanthine dehydrogenase/oxidase,568,3947,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Caspase-8,4089,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,DNA topoisomerase 1,1293,3552,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,RAF proto-oncogene serine/threonine-protein kinase,4491,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Superoxide dismutase [Cu-Zn],597,4152,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Protein kinase C alpha type,4469,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interstitial collagenase,353,1167,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Hypoxia-inducible factor 1-alpha,4263,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Signal transducer and activator of transcription 1-alpha/beta,4525,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Protein CBFA2T1,4464,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Probable E3 ubiquitin-protein ligase HERC5,4441,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cell division control protein 2 homolog,431,1771,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,78 kDa glucose-regulated protein,2963,1847,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Receptor tyrosine-protein kinase erbB-2,4496,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Peroxisome proliferator-activated receptor gamma,4422,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Acetyl-CoA carboxylase 1,231,690,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Heme oxygenase 1,2132,3391,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cytochrome P450 3A4,621,4512,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cytochrome P450 1A2,724,4200,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Caveolin-1,4095,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Myc proto-oncogene protein,4372,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Tissue factor,466,2139,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Gap junction alpha-1 protein,436,1827,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cytochrome P450 1A1,4149,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Intercellular adhesion molecule 1,4287,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interleukin-1 beta,418,1654,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,C-C motif chemokine 2,417,1649,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,E-selectin,427,1756,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Vascular cell adhesion protein 1,440,1908,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Prostaglandin E2 receptor EP3 subtype,593,4131,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interleukin-8,4303,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Protein kinase C beta type,4470,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Baculoviral IAP repeat-containing protein 5,4044,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Dual oxidase 2,4174,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Nitric oxide synthase, endothelial",4395,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Heat shock protein beta-1,4247,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Transforming growth factor beta-1,4568,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Estrogen sulfotransferase,781,1275,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Maltase-glucoamylase, intestinal",318,929,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interleukin-2,3978,1575,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Nuclear receptor subfamily 1 group I member 2,4403,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Cytochrome P450 1B1,4150,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,G2/mitotic-specific cyclin-B1,4219,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Tissue-type plasminogen activator,434,1792,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Thrombomodulin,457,2021,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Plasminogen activator inhibitor 1,4429,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Collagen alpha-1(I) chain,731,28,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interferon gamma,365,1253,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Arachidonate 5-lipoxygenase,88,275,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Phosphatidylinositol-3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN",4620,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Interleukin-1 alpha,4297,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Myeloperoxidase,428,1757,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,DNA topoisomerase 2-alpha,4172,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Neutrophil cytosol factor 1,4391,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,ATP-binding cassette sub-family G member 2,4038,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Hyaluronan synthase 2,4262,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000358,beta-sitosterol,Progesterone receptor,209,614,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36,https://tcmsp-e.com/molecule.php?qn=358
MOL000358,beta-sitosterol,Nuclear receptor coactivator 2,3276,6241,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36,https://tcmsp-e.com/molecule.php?qn=358
MOL000358,beta-sitosterol,Prostaglandin G/H synthase 1,6,20,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36,https://tcmsp-e.com/molecule.php?qn=358
