mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL000782,Menisporphine,https://tcmsp-e.com/molecule.php?qn=782,321.35,3.06,0,5,24.33,1.05,0.15,0.52,0.20,
MOL000785,palmatine,https://tcmsp-e.com/molecule.php?qn=785,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25
MOL000787,Fumarine,https://tcmsp-e.com/molecule.php?qn=787,353.40,2.95,0,6,59.26,0.56,-0.13,0.83,0.30,23.46
MOL000790,Isocorypalmine,https://tcmsp-e.com/molecule.php?qn=790,341.44,3.35,1,5,35.77,0.85,0.43,0.59,0.21,2.47
MOL000908,beta-elemene,https://tcmsp-e.com/molecule.php?qn=908,204.39,4.79,0,0,25.63,1.84,2.07,0.06,0.33,
MOL000069,palmitic acid,https://tcmsp-e.com/molecule.php?qn=69,256.48,6.37,1,2,19.3,1.09,1.00,0.1,0.00,
MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000115,Undecenal,https://tcmsp-e.com/molecule.php?qn=115,168.31,4.11,0,1,39.35,1.43,1.61,0.03,0.25,7.11
MOL000172,Furol,https://tcmsp-e.com/molecule.php?qn=172,96.09,0.99,0,2,34.35,1.08,1.51,0.01,0.20,4.53
MOL000197,Myrcene,https://tcmsp-e.com/molecule.php?qn=197,136.26,3.69,0,0,24.96,1.84,1.98,0.02,0.37,
MOL000254,eugenol,https://tcmsp-e.com/molecule.php?qn=254,164.22,2.55,1,2,56.24,1.35,1.32,0.04,0.32,0.92
MOL000303,caprylic acid,https://tcmsp-e.com/molecule.php?qn=303,144.24,2.72,1,2,16.4,0.90,1.02,0.02,0.00,
MOL000357,Sitogluside,https://tcmsp-e.com/molecule.php?qn=357,576.95,6.34,4,6,20.63,-0.14,-0.93,0.62,0.23,
MOL000383,"D-Galacturonic acid, homopolymer",https://tcmsp-e.com/molecule.php?qn=383,194.16,-2.47,5,7,29.75,-2.00,-4.71,0.04,0.00,
MOL000389,FERULIC ACID (CIS),https://tcmsp-e.com/molecule.php?qn=389,194.20,1.62,2,4,54.97,0.53,0.36,0.06,0.00,2.58
MOL000508,Friedelin,https://tcmsp-e.com/molecule.php?qn=508,426.80,7.30,0,1,29.16,1.43,1.38,0.76,0.00,
MOL000635,vanillin,https://tcmsp-e.com/molecule.php?qn=635,152.16,1.31,1,3,52.0,0.68,0.41,0.03,0.33,11.79
MOL000668,PENTYLFURAN,https://tcmsp-e.com/molecule.php?qn=668,138.23,3.12,0,1,54.59,1.72,1.94,0.02,0.10,-1.96
MOL000675,oleic acid,https://tcmsp-e.com/molecule.php?qn=675,282.52,6.84,1,2,33.13,1.17,0.78,0.14,0.20,4.99
MOL000708,WLN: VHR,https://tcmsp-e.com/molecule.php?qn=708,106.13,1.59,0,1,32.63,1.32,1.66,0.01,0.44,12.07
MOL000716,trans-2-nonenal,https://tcmsp-e.com/molecule.php?qn=716,140.25,3.20,0,1,19.18,1.37,1.59,0.02,0.27,
MOL000786,STOCK1N-14407,https://tcmsp-e.com/molecule.php?qn=786,355.47,3.60,0,5,22.28,1.14,0.77,0.64,0.14,
MOL000789,jatrorrizine,https://tcmsp-e.com/molecule.php?qn=789,338.41,3.40,1,4,19.65,1.28,0.36,0.59,0.00,
MOL000794,menisperine,https://tcmsp-e.com/molecule.php?qn=794,356.48,1.93,1,4,26.17,1.18,0.62,0.59,0.00,
MOL000860,stearic acid,https://tcmsp-e.com/molecule.php?qn=860,284.54,7.28,1,2,17.83,1.15,1.22,0.14,0.19,
MOL000874,paeonol,https://tcmsp-e.com/molecule.php?qn=874,166.19,1.29,1,3,28.79,0.93,0.84,0.04,0.32,
MOL000879,methyl palmitate,https://tcmsp-e.com/molecule.php?qn=879,270.51,6.62,0,2,18.09,1.37,1.18,0.12,0.14,
MOL000924,Mnk,https://tcmsp-e.com/molecule.php?qn=924,170.33,3.62,0,1,17.66,1.40,1.64,0.03,0.22,
MOL001131,phellamurin_qt,https://tcmsp-e.com/molecule.php?qn=1131,356.40,3.61,4,6,56.6,0.14,-0.50,0.39,0.38,14.89
MOL001218,Pisol,https://tcmsp-e.com/molecule.php?qn=1218,186.38,4.62,1,1,18.5,1.23,1.06,0.03,0.14,
MOL001377,Oxophorone,https://tcmsp-e.com/molecule.php?qn=1377,152.21,1.34,0,2,69.4,0.65,0.56,0.04,0.38,11.60
MOL001396,PENTADECYLIC ACID,https://tcmsp-e.com/molecule.php?qn=1396,242.45,5.91,1,2,20.18,1.08,0.88,0.08,0.18,
MOL001455,(S)-Canadine,https://tcmsp-e.com/molecule.php?qn=1455,339.42,3.40,0,5,53.83,1.01,0.64,0.77,0.19,6.56
MOL001457,columbamine,https://tcmsp-e.com/molecule.php?qn=1457,338.41,3.40,1,4,26.94,1.01,0.11,0.59,0.17,
MOL001752,EUG,https://tcmsp-e.com/molecule.php?qn=1752,150.19,2.10,1,2,38.39,1.36,1.35,0.03,0.36,11.57
MOL001771,poriferast-5-en-3beta-ol,https://tcmsp-e.com/molecule.php?qn=1771,414.79,8.08,1,1,36.91,1.45,1.14,0.75,0.00,5.07
MOL001867,Isovanillin,https://tcmsp-e.com/molecule.php?qn=1867,152.16,1.31,1,3,31.01,0.75,0.50,0.03,0.31,4.72
MOL002176,Methyl 3-furoate,https://tcmsp-e.com/molecule.php?qn=2176,126.12,0.79,0,3,77.82,1.03,1.11,0.02,0.21,-3.37
MOL002331,N-Methylflindersine,https://tcmsp-e.com/molecule.php?qn=2331,241.31,1.72,0,3,32.36,1.35,1.10,0.18,0.33,0.41
MOL002334,Homocresol,https://tcmsp-e.com/molecule.php?qn=2334,152.21,2.49,1,2,35.9,1.36,1.42,0.03,0.27,11.24
MOL002522,beta-Rhodinol,https://tcmsp-e.com/molecule.php?qn=2522,156.30,3.05,1,1,38.05,1.19,1.12,0.02,0.24,5.19
MOL002539,Phlorol,https://tcmsp-e.com/molecule.php?qn=2539,122.18,2.51,1,1,57.43,1.60,1.78,0.02,0.37,11.70
MOL002891,magnoflorine,https://tcmsp-e.com/molecule.php?qn=2891,342.45,3.12,2,4,0.48,1.07,0.69,0.55,0.15,
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002900,Noroxyhydrastinine,https://tcmsp-e.com/molecule.php?qn=2900,191.20,0.88,1,4,38.89,0.77,0.40,0.1,0.31,8.25
MOL002901,phellodendrine,https://tcmsp-e.com/molecule.php?qn=2901,342.45,3.19,2,4,2.5,0.92,0.18,0.58,0.15,
MOL002902,Ethyl caffeate,https://tcmsp-e.com/molecule.php?qn=2902,208.23,1.97,2,4,103.85,0.73,0.51,0.07,0.34,3.76
MOL002983,Guasol,https://tcmsp-e.com/molecule.php?qn=2983,124.15,1.55,1,2,51.6,1.28,1.48,0.02,0.32,11.92
MOL002998,IPH,https://tcmsp-e.com/molecule.php?qn=2998,94.12,1.56,1,1,36.05,1.50,1.86,0.01,0.44,12.07
MOL003050,nonanoic acid,https://tcmsp-e.com/molecule.php?qn=3050,158.27,3.17,1,2,40.51,0.92,1.08,0.02,0.23,4.15
MOL003450,dodec-2-enal,https://tcmsp-e.com/molecule.php?qn=3450,182.34,4.57,0,1,31.95,1.42,1.50,0.03,0.23,7.11
MOL003493,naphthalene,https://tcmsp-e.com/molecule.php?qn=3493,128.18,2.74,0,0,27.55,1.87,1.92,0.03,0.49,
MOL003959,limonin,https://tcmsp-e.com/molecule.php?qn=3959,470.56,1.42,0,8,21.3,-0.15,-0.67,0.57,0.00,
MOL003992,2-PENTADECANONE,https://tcmsp-e.com/molecule.php?qn=3992,226.45,5.44,0,1,7.41,1.47,1.63,0.06,0.20,
MOL004119,5-METHYLFURFURAL,https://tcmsp-e.com/molecule.php?qn=4119,110.12,1.13,0,2,43.92,1.07,1.48,0.01,0.16,11.90
MOL004368,Hyperin,https://tcmsp-e.com/molecule.php?qn=4368,464.41,-0.59,8,12,6.94,-1.42,-2.08,0.77,0.00,
MOL004474,Maruzen M,https://tcmsp-e.com/molecule.php?qn=4474,122.18,2.51,1,1,48.44,1.57,1.81,0.02,0.37,11.63
MOL004479,o-cresol,https://tcmsp-e.com/molecule.php?qn=4479,108.15,2.05,1,1,62.45,1.57,1.90,0.02,0.40,11.96
MOL004483,CREOSOL,https://tcmsp-e.com/molecule.php?qn=4483,138.18,2.03,1,2,50.91,1.33,1.43,0.03,0.30,11.70
MOL004582,Methyl naphthalene,https://tcmsp-e.com/molecule.php?qn=4582,142.21,3.23,0,0,39.01,1.90,1.91,0.04,0.47,11.81
MOL005438,campesterol,https://tcmsp-e.com/molecule.php?qn=5438,400.76,7.63,1,1,37.58,1.34,0.95,0.71,0.22,4.83
MOL005928,isoferulic acid,https://tcmsp-e.com/molecule.php?qn=5928,194.20,1.62,2,4,50.83,0.49,0.01,0.06,0.00,2.45
MOL006000,Cyclopentenone,https://tcmsp-e.com/molecule.php?qn=6000,82.11,0.70,0,1,13.06,1.14,1.54,0.01,0.38,
MOL006218,Methyl caffeate,https://tcmsp-e.com/molecule.php?qn=6218,194.20,1.62,2,4,30.68,0.54,0.06,0.06,0.36,2.90
MOL006219,Clorius,https://tcmsp-e.com/molecule.php?qn=6219,136.16,1.69,0,2,45.99,1.25,1.41,0.02,0.40,-2.16
MOL006239,Ptelein,https://tcmsp-e.com/molecule.php?qn=6239,229.25,2.35,0,4,72.44,1.02,0.79,0.15,0.21,-1.81
MOL006276,SMR000232320,https://tcmsp-e.com/molecule.php?qn=6276,474.80,4.85,3,4,28.45,0.14,-0.35,0.81,0.28,
MOL006314,Canthin-6-one,https://tcmsp-e.com/molecule.php?qn=6314,220.24,2.89,0,2,28.1,1.10,0.63,0.22,0.34,
MOL006374,"4,10-dimethylene-7-isopropyl-5(E)-cyclodecenol",https://tcmsp-e.com/molecule.php?qn=6374,220.39,4.09,1,1,24.74,1.36,1.33,0.07,0.26,
MOL006384,"4-[(1R,3aS,4R,6aS)-4-(4-hydroxy-3,5-dimethoxyphenyl)-1,3,3a,4,6,6a-hexahydrofuro[4,3-c]furan-1-yl]-2,6-dimethoxyphenol",https://tcmsp-e.com/molecule.php?qn=6384,418.48,2.10,2,8,3.29,0.66,-0.39,0.72,0.16,
MOL006392,dihydroniloticin,https://tcmsp-e.com/molecule.php?qn=6392,458.80,5.66,2,3,36.43,0.64,0.10,0.82,0.24,6.46
MOL006394,guanidine,https://tcmsp-e.com/molecule.php?qn=6394,59.09,-1.05,5,3,24.0,0.47,0.45,0.0,0.24,
MOL006401,melianone,https://tcmsp-e.com/molecule.php?qn=6401,470.76,4.76,1,4,40.53,0.40,-0.31,0.78,0.27,6.09
MOL006413,phellochin,https://tcmsp-e.com/molecule.php?qn=6413,488.83,5.26,2,4,35.41,0.47,-0.01,0.82,0.24,6.64
MOL006414,7-hydroxy-6-(2-hydroxyethyl)coumarin,https://tcmsp-e.com/molecule.php?qn=6414,206.21,1.35,2,4,31.09,-.00,-0.78,0.09,0.31,1.32
MOL006422,thalifendine,https://tcmsp-e.com/molecule.php?qn=6422,322.36,3.20,1,4,44.41,1.12,0.21,0.73,0.22,5.99
MOL006423,vanilloloside,https://tcmsp-e.com/molecule.php?qn=6423,316.34,-0.96,5,8,18.66,-0.94,-1.54,0.21,0.20,
MOL006735,Furfuranol,https://tcmsp-e.com/molecule.php?qn=6735,98.11,0.62,1,2,48.27,0.82,0.91,0.01,0.13,4.26
MOL007543,cis-9-Hexadecenal,https://tcmsp-e.com/molecule.php?qn=7543,238.46,5.97,0,1,31.71,1.50,1.36,0.08,0.20,6.45
MOL008120,(S)-4-Nonanolide,https://tcmsp-e.com/molecule.php?qn=8120,156.25,2.55,0,2,61.84,1.19,1.39,0.03,0.24,3.34
MOL008261,"2,4,6-trimethyl-Octane",https://tcmsp-e.com/molecule.php?qn=8261,156.35,4.78,0,0,29.14,1.81,2.20,0.02,0.25,
MOL008451,Methyl atratate,https://tcmsp-e.com/molecule.php?qn=8451,196.22,2.12,2,4,45.57,0.72,0.62,0.06,0.33,4.36
MOL008653,Acetylfuran,https://tcmsp-e.com/molecule.php?qn=8653,110.12,0.97,0,2,49.63,1.09,1.29,0.01,0.14,17.67
MOL010845,candicine,https://tcmsp-e.com/molecule.php?qn=10845,180.30,0.60,1,1,38.7,1.47,1.62,0.04,0.21,3.85
MOL010927,2-undecenoic acid,https://tcmsp-e.com/molecule.php?qn=10927,184.31,4.06,1,2,41.62,1.01,1.08,0.04,0.24,5.27
MOL011089,Homoveratrole,https://tcmsp-e.com/molecule.php?qn=11089,152.21,2.28,0,2,60.84,1.53,1.72,0.03,0.23,11.52
MOL013434,Auraptene,https://tcmsp-e.com/molecule.php?qn=13434,298.41,5.18,0,3,25.62,1.24,0.65,0.24,0.33,
