mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL004552,Isoimperatorin,N/A,N/A,N/A,266.36,4.35,0,2,15.73,1.70,1.15,0.22,0.38,
MOL004553,Gardenone,N/A,N/A,N/A,226.35,1.13,0,3,44.03,0.61,0.46,0.1,0.22,0.16
MOL004554,GARDENOSIDE,N/A,N/A,N/A,404.46,-1.68,5,10,10.55,-1.45,-1.86,0.49,0.23,
MOL004555,GARDENOSIDE_qt,N/A,N/A,N/A,242.30,0.07,2,5,52.77,-0.36,-0.91,0.12,0.25,1.70
MOL004556,crocin,Sphingomyelin phosphodiesterase 2,4539,N/A,977.08,-2.72,14,24,7.06,-4.64,-6.43,0.12,0.33,
MOL004557,geniposide,Carbonic anhydrase II,117,357,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,Apoptosis regulator Bcl-2,86,273,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,Heme oxygenase 1,2132,3391,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,Neuromodulin,4385,N/A,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,"Phospholipase B1, membrane-associated",4428,N/A,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,Glucagon,4227,N/A,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,Glutathione S-transferase Mu 1,2952,896,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL004557,geniposide,Glutathione S-transferase Mu 2,3688,2165,388.41,-2.25,5,10,14.64,-1.70,-2.61,0.44,0.27,
MOL000415,rutin,DNA topoisomerase II,287,817,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Transcription factor p65,4565,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Tumor necrosis factor,265,777,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Interleukin-6,351,1159,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Caspase-3,4087,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,NADPH--cytochrome P450 reductase,744,4120,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Superoxide dismutase [Cu-Zn],597,4152,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Catalase,735,2230,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Interleukin-1 beta,418,1654,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Interleukin-8,4303,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Protein kinase C beta type,4470,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Arachidonate 5-lipoxygenase,88,275,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,3-hydroxy-3-methylglutaryl-coenzyme A reductase,1644,3387,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Hyaluronan synthase 2,4262,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Glutathione S-transferase P,733,904,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Type I iodothyronine deiodinase,4589,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,C5a anaphylatoxin chemotactic receptor,4072,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Insulin,2882,5961,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Low affinity immunoglobulin epsilon Fc receptor,4326,N/A,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Integrin beta-2,415,1630,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL000415,rutin,Thromboxane A2 receptor,294,835,610.57,-1.45,10,16,3.2,-1.93,-2.75,0.68,0.00,
MOL004559,"(1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylic acid",Carbonic anhydrase II,117,357,392.40,-3.51,7,11,2.2,-2.25,-2.97,0.44,0.28,
MOL004559,"(1S,4aS,5R,7S,7aS)-5,7-dihydroxy-7-methyl-1-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-4a,5,6,7a-tetrahydro-1H-cyclopenta[d]pyran-4-carboxylic acid",Dipeptidyl peptidase IV,332,952,392.40,-3.51,7,11,2.2,-2.25,-2.97,0.44,0.28,
MOL004560,SHANZHISIDE_qt,Trypsin-1,2928,3176,230.24,-1.76,4,6,117.77,-1.02,-1.44,0.1,0.32,14.49
MOL004560,SHANZHISIDE_qt,Glutamate receptor 2,3216,921,230.24,-1.76,4,6,117.77,-1.02,-1.44,0.1,0.32,14.49
MOL004561,Sudan III,Thrombin,17,54,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Estrogen receptor,46,136,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Prostaglandin G/H synthase 2,94,290,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Coagulation factor VII,123,369,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Estrogen receptor beta,307,869,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Dipeptidyl peptidase IV,332,952,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Mitogen-activated protein kinase 14,402,1540,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Glycogen synthase kinase-3 beta,422,1721,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Mitogen-activated protein kinase 10,438,1836,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Cell division protein kinase 2,482,2240,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,mRNA of PKA Catalytic Subunit C-alpha,699,6263,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL004561,Sudan III,Cyclin-A2,3025,6235,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL000511,ursolic acid,Urokinase-type plasminogen activator,346,1074,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cathepsin B,361,1233,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Transcription factor p65,4565,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Signal transducer and activator of transcription 3,4526,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Vascular endothelial growth factor A,740,183,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,G1/S-specific cyclin-D1,4214,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Apoptosis regulator Bcl-2,86,273,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Bcl-2-like protein 1,4054,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Proto-oncogene c-Fos,4478,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cyclin-dependent kinase inhibitor 1,4141,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Apoptosis regulator BAX,4033,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Caspase-9,4090,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,72 kDa type IV collagenase,238,707,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Matrix metalloproteinase-9,4334,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cell division protein kinase 4,573,3959,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Tumor necrosis factor,265,777,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Transcription factor AP-1,414,1629,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Interleukin-6,351,1159,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cell division protein kinase 6,571,3955,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Caspase-3,4087,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cellular tumor antigen p53,646,5788,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Mitogen-activated protein kinase 8,704,6292,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Prostaglandin G/H synthase 2,94,290,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,NF-kappa-B inhibitor alpha,4394,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Caspase-8,4089,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Fatty acid synthase,374,1295,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Interstitial collagenase,353,1167,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Stromelysin-1,441,1926,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Probable E3 ubiquitin-protein ligase HERC5,4441,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Heparin-binding growth factor 2,400,1525,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Stromelysin-2,725,6188,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Intercellular adhesion molecule 1,4287,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Interleukin-1 beta,418,1654,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cyclic AMP-responsive element-binding protein 1,4140,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,E-selectin,427,1756,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Prostaglandin E2 receptor EP3 subtype,593,4131,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Prostaglandin G/H synthase 1,6,20,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Induced myeloid leukemia cell differentiation protein Mcl-1,4269,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Protein kinase C gamma type,4473,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Cyclic AMP-dependent transcription factor ATF-2,4139,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Granulocyte-macrophage colony-stimulating factor,4236,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Platelet endothelial cell adhesion molecule,4432,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,C-Jun-amino-terminal kinase-interacting protein 2,4124,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Baculoviral IAP repeat-containing protein 5,4044,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Tyrosine-protein phosphatase non-receptor type 6,4595,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Neuromodulin,4385,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Dual oxidase 2,4174,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,"Nitric oxide synthase, endothelial",4395,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Tyrosine-protein phosphatase non-receptor type 1,4593,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,"Phosphatidylinositol-3,4,5-trisphosphate 5-phosphatase 2",4624,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Lipopolysaccharide-induced tumor necrosis factor-alpha factor,4323,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,G1/S-specific cyclin-D2,4215,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Tumor necrosis factor ligand superfamily member 6,4584,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Caspase-1,4084,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000511,ursolic acid,Ectonucleotide pyrophosphatase/phosphodiesterase family member 7,4183,N/A,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL000551,Hederagenol,N/A,N/A,N/A,472.78,5.33,3,4,22.42,0.10,-0.51,0.74,0.23,
MOL000098,quercetin,Prostaglandin G/H synthase 1,6,20,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Androgen receptor,48,146,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Peroxisome proliferator activated receptor gamma,78,238,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Prostaglandin G/H synthase 2,94,290,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Heat shock protein HSP 90,444,1939,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Nuclear receptor coactivator 2,3276,6241,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Dipeptidyl peptidase IV,332,952,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Aldose reductase,288,822,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Trypsin-1,2928,3176,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,DNA topoisomerase II,287,817,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Thrombin,17,54,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Potassium voltage-gated channel subfamily H member 2,37,101,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Sodium channel protein type 5 subunit alpha,70,220,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Coagulation factor Xa,79,239,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Beta-2 adrenergic receptor,261,766,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Stromelysin-1,441,1926,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Coagulation factor VII,123,369,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,"Nitric-oxide synthase, endothelial",95,291,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Retinoic acid receptor RXR-alpha,158,459,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Acetylcholinesterase,165,474,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Amine oxidase [flavin-containing] B,565,3939,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Transcription factor p65,4565,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Epidermal growth factor receptor,298,844,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,RAC-alpha serine/threonine-protein kinase,4490,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Vascular endothelial growth factor A,740,183,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,G1/S-specific cyclin-D1,4214,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Apoptosis regulator Bcl-2,86,273,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Bcl-2-like protein 1,4054,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Proto-oncogene c-Fos,4478,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Cyclin-dependent kinase inhibitor 1,4141,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Eukaryotic translation initiation factor 6,4197,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Apoptosis regulator BAX,4033,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Caspase-9,4090,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Urokinase-type plasminogen activator,346,1074,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,72 kDa type IV collagenase,238,707,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Matrix metalloproteinase-9,4334,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Mitogen-activated protein kinase 1,354,1176,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Interleukin-10,4292,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Pro-epidermal growth factor,734,1278,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Retinoblastoma-associated protein,2915,3846,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Tumor necrosis factor,265,777,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Transcription factor AP-1,414,1629,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Interleukin-6,351,1159,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,"Cyclin-dependent kinase inhibitor 2A, isoforms 1/2/3",4144,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Activator of 90 kDa heat shock protein ATPase homolog 1,4007,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Caspase-3,4087,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Cellular tumor antigen p53,646,5788,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,ETS domain-containing protein Elk-1,4194,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,NF-kappa-B inhibitor alpha,4394,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,NADPH--cytochrome P450 reductase,744,4120,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Ornithine decarboxylase,153,449,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000098,quercetin,Xanthine dehydrogenase/oxidase,568,3947,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
