mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife,mol_url
MOL002903,(R)-Canadine,Prostaglandin G/H synthase 1,6,20,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M3,16,51,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Potassium voltage-gated channel subfamily H member 2,37,101,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M1,38,103,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Sodium channel protein type 5 subunit alpha,70,220,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Coagulation factor Xa,79,239,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M5,87,274,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Prostaglandin G/H synthase 2,94,290,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,5-hydroxytryptamine receptor 3A,113,341,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Alpha-2C adrenergic receptor,126,378,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M4,154,450,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Delta-type opioid receptor,163,467,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,5-hydroxytryptamine 2A receptor,175,502,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,5-hydroxytryptamine 2C receptor,203,590,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Alpha-1B adrenergic receptor,216,632,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Sodium-dependent dopamine transporter,239,713,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Beta-2 adrenergic receptor,261,766,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Alpha-1D adrenergic receptor,272,789,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Sodium-dependent serotonin transporter,290,824,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Mu-type opioid receptor,299,847,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Heat shock protein HSP 90,444,1939,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,"cAMP and cAMP-inhibited cGMP 3',5'-cyclic phosphodiesterase 10A",3868,695,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Calmodulin,3907,465,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Dopamine D1 receptor,7,23,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,D(1B) dopamine receptor,56,163,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Retinoic acid receptor RXR-alpha,158,459,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Sodium-dependent noradrenaline transporter,186,540,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Alpha-1A adrenergic receptor,191,556,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Muscarinic acetylcholine receptor M2,210,617,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002903,(R)-Canadine,Calcium-activated potassium channel subunit alpha 1,3727,610,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41,https://tcmsp-e.com/molecule.php?qn=2903
MOL002904,Berlambine,"Nitric oxide synthase, inducible",3,7,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Prostaglandin G/H synthase 1,6,20,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Muscarinic acetylcholine receptor M3,16,51,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Potassium voltage-gated channel subfamily H member 2,37,101,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Androgen receptor,48,146,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Sodium channel protein type 5 subunit alpha,70,220,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Coagulation factor Xa,79,239,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Prostaglandin G/H synthase 2,94,290,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,"Nitric-oxide synthase, endothelial",95,291,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Coagulation factor VII,123,369,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Retinoic acid receptor RXR-alpha,158,459,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Alpha-1B adrenergic receptor,216,632,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Beta-2 adrenergic receptor,261,766,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Alpha-1D adrenergic receptor,272,789,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Heat shock protein HSP 90,444,1939,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Trypsin-1,2928,3176,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Nuclear receptor coactivator 2,3276,6241,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Calcium-activated potassium channel subunit alpha 1,3727,610,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002904,Berlambine,Calmodulin,3907,465,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33,https://tcmsp-e.com/molecule.php?qn=2904
MOL002907,Corchoroside A_qt,Mineralocorticoid receptor,252,737,404.55,1.34,3,6,104.95,-0.91,-1.31,0.78,0.29,6.68,https://tcmsp-e.com/molecule.php?qn=2907
MOL002907,Corchoroside A_qt,Nuclear receptor coactivator 2,3276,6241,404.55,1.34,3,6,104.95,-0.91,-1.31,0.78,0.29,6.68,https://tcmsp-e.com/molecule.php?qn=2907
MOL000622,Magnograndiolide,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.30,3.17,https://tcmsp-e.com/molecule.php?qn=622
MOL000622,Magnograndiolide,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.30,3.17,https://tcmsp-e.com/molecule.php?qn=622
MOL000622,Magnograndiolide,Glutamate receptor 2,3216,921,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.30,3.17,https://tcmsp-e.com/molecule.php?qn=622
MOL000622,Magnograndiolide,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.30,3.17,https://tcmsp-e.com/molecule.php?qn=622
MOL000762,Palmidin A,N/A,N/A,N/A,510.52,4.52,6,8,35.36,-0.38,-1.47,0.65,0.39,33.17,https://tcmsp-e.com/molecule.php?qn=762
MOL000785,palmatine,"Nitric oxide synthase, inducible",3,7,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Prostaglandin G/H synthase 1,6,20,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Potassium voltage-gated channel subfamily H member 2,37,101,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Estrogen receptor,46,136,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Androgen receptor,48,146,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Sodium channel protein type 5 subunit alpha,70,220,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Prostaglandin G/H synthase 2,94,290,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,"Nitric-oxide synthase, endothelial",95,291,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Retinoic acid receptor RXR-alpha,158,459,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Beta-2 adrenergic receptor,261,766,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Estrogen receptor beta,307,869,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Heat shock protein HSP 90,444,1939,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Trypsin-1,2928,3176,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Nuclear receptor coactivator 2,3276,6241,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Calmodulin,3907,465,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,mRNA of PKA Catalytic Subunit C-alpha,699,6263,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Cell division protein kinase 2,482,2240,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000785,palmatine,Coagulation factor VII,123,369,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25,https://tcmsp-e.com/molecule.php?qn=785
MOL000098,quercetin,Prostaglandin G/H synthase 1,6,20,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Androgen receptor,48,146,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Peroxisome proliferator activated receptor gamma,78,238,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Prostaglandin G/H synthase 2,94,290,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Heat shock protein HSP 90,444,1939,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Nuclear receptor coactivator 2,3276,6241,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Dipeptidyl peptidase IV,332,952,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Aldose reductase,288,822,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Trypsin-1,2928,3176,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,DNA topoisomerase II,287,817,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Thrombin,17,54,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Potassium voltage-gated channel subfamily H member 2,37,101,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Sodium channel protein type 5 subunit alpha,70,220,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Coagulation factor Xa,79,239,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Beta-2 adrenergic receptor,261,766,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Stromelysin-1,441,1926,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,mRNA of PKA Catalytic Subunit C-alpha,699,6263,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Coagulation factor VII,123,369,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,"Nitric-oxide synthase, endothelial",95,291,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Retinoic acid receptor RXR-alpha,158,459,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Acetylcholinesterase,165,474,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Gamma-aminobutyric acid receptor subunit alpha-1,309,872,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Amine oxidase [flavin-containing] B,565,3939,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Transcription factor p65,4565,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Epidermal growth factor receptor,298,844,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,RAC-alpha serine/threonine-protein kinase,4490,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Vascular endothelial growth factor A,740,183,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,G1/S-specific cyclin-D1,4214,N/A,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
MOL000098,quercetin,Apoptosis regulator Bcl-2,86,273,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40,https://tcmsp-e.com/molecule.php?qn=98
