mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife,targets
MOL002915,Salvigenin,https://tcmsp-e.com/molecule.php?qn=2915,328.34,2.82,1,6,49.07,0.86,-0.03,0.33,0.21,15.87,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Thrombin', 'target_id': '17', 'drugbank_id': '54'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Coagulation factor Xa', 'target_id': '79', 'drugbank_id': '239'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Nitric-oxide synthase, endothelial', 'target_id': '95', 'drugbank_id': '291'}, {'target_name': 'Retinoic acid receptor RXR-alpha', 'target_id': '158', 'drugbank_id': '459'}, {'target_name': 'Acetylcholinesterase', 'target_id': '165', 'drugbank_id': '474'}, {'target_name': 'Alpha-1B adrenergic receptor', 'target_id': '216', 'drugbank_id': '632'}, {'target_name': 'Beta-2 adrenergic receptor', 'target_id': '261', 'drugbank_id': '766'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Ig gamma-1 chain C region', 'target_id': '1201', 'drugbank_id': '4785'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'Coagulation factor VII', 'target_id': '123', 'drugbank_id': '369'}]"
MOL002917,"5,2',6'-Trihydroxy-7,8-dimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=2917,330.31,2.30,3,7,45.05,0.48,-0.11,0.33,0.25,16.37,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Coagulation factor Xa', 'target_id': '79', 'drugbank_id': '239'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'DNA topoisomerase II', 'target_id': '287', 'drugbank_id': '817'}, {'target_name': 'Estrogen receptor beta', 'target_id': '307', 'drugbank_id': '869'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Cell division protein kinase 2', 'target_id': '482', 'drugbank_id': '2240'}, {'target_name': 'Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform', 'target_id': '491', 'drugbank_id': '2404'}, {'target_name': 'Serine/threonine-protein kinase Chk1', 'target_id': '647', 'drugbank_id': '5790'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'Calcium-activated potassium channel subunit alpha 1', 'target_id': '3727', 'drugbank_id': '610'}]"
MOL002925,"5,7,2',6'-Tetrahydroxyflavone",https://tcmsp-e.com/molecule.php?qn=2925,286.25,2.07,4,6,37.01,0.18,-0.56,0.24,0.38,18.00,"[{'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}]"
MOL002926,dihydrooroxylin A,https://tcmsp-e.com/molecule.php?qn=2926,286.30,2.55,2,5,38.72,0.71,0.03,0.23,0.29,17.58,[]
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,374.37,2.54,2,8,69.51,0.68,-0.07,0.44,0.20,16.14,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Thrombin', 'target_id': '17', 'drugbank_id': '54'}, {'target_name': 'Potassium voltage-gated channel subfamily H member 2', 'target_id': '37', 'drugbank_id': '101'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Coagulation factor Xa', 'target_id': '79', 'drugbank_id': '239'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Nitric-oxide synthase, endothelial', 'target_id': '95', 'drugbank_id': '291'}, {'target_name': 'Coagulation factor VII', 'target_id': '123', 'drugbank_id': '369'}, {'target_name': 'Vascular endothelial growth factor receptor 2', 'target_id': '139', 'drugbank_id': '407'}, {'target_name': 'Voltage-dependent calcium channel subunit alpha-2/delta-1', 'target_id': '259', 'drugbank_id': '762'}, {'target_name': 'DNA topoisomerase II', 'target_id': '287', 'drugbank_id': '817'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Ig gamma-1 chain C region', 'target_id': '1201', 'drugbank_id': '4785'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Nuclear receptor coactivator 1', 'target_id': '3279', 'drugbank_id': '6228'}, {'target_name': 'Calcium-activated potassium channel subunit alpha 1', 'target_id': '3727', 'drugbank_id': '610'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}]"
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,284.28,2.59,2,5,41.37,0.76,0.13,0.23,0.29,17.15,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Retinoic acid receptor RXR-alpha', 'target_id': '158', 'drugbank_id': '459'}, {'target_name': ""CGMP-inhibited 3',5'-cyclic phosphodiesterase A"", 'target_id': '172', 'drugbank_id': '485'}, {'target_name': 'Alpha-1B adrenergic receptor', 'target_id': '216', 'drugbank_id': '632'}, {'target_name': 'Beta-2 adrenergic receptor', 'target_id': '261', 'drugbank_id': '766'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform', 'target_id': '491', 'drugbank_id': '2404'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 1', 'target_id': '3279', 'drugbank_id': '6228'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'cAMP-dependent protein kinase inhibitor alpha', 'target_id': '3586', 'drugbank_id': '6264'}, {'target_name': 'Apoptosis regulator Bcl-2', 'target_id': '86', 'drugbank_id': '273'}, {'target_name': 'Interleukin-6', 'target_id': '351', 'drugbank_id': '1159'}, {'target_name': 'Caspase-3', 'target_id': '4087', 'drugbank_id': 'N/A'}, {'target_name': 'Cell division control protein 2 homolog', 'target_id': '431', 'drugbank_id': '1771'}, {'target_name': 'Cytochrome P450 1A2', 'target_id': '724', 'drugbank_id': '4200'}, {'target_name': 'G2/mitotic-specific cyclin-B1', 'target_id': '4219', 'drugbank_id': 'N/A'}, {'target_name': 'Cell division protein kinase 7', 'target_id': '537', 'drugbank_id': '3482'}, {'target_name': 'Cytochrome P450 2C9', 'target_id': '3937', 'drugbank_id': '4757'}]"
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,314.31,2.57,2,6,76.26,0.84,0.31,0.29,0.24,16.78,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Estrogen receptor beta', 'target_id': '307', 'drugbank_id': '869'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Cell division protein kinase 2', 'target_id': '482', 'drugbank_id': '2240'}, {'target_name': 'Serine/threonine-protein kinase Chk1', 'target_id': '647', 'drugbank_id': '5790'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform', 'target_id': '491', 'drugbank_id': '2404'}, {'target_name': 'Nuclear receptor coactivator 1', 'target_id': '3279', 'drugbank_id': '6228'}]"
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,300.28,2.32,3,6,36.56,0.46,-0.40,0.27,0.31,16.93,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Estrogen receptor', 'target_id': '46', 'drugbank_id': '136'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Peroxisome proliferator activated receptor gamma', 'target_id': '78', 'drugbank_id': '238'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Glycogen phosphorylase, muscle form', 'target_id': '350', 'drugbank_id': '1152'}, {'target_name': 'Mitogen-activated protein kinase 14', 'target_id': '402', 'drugbank_id': '1540'}, {'target_name': 'Glycogen synthase kinase-3 beta', 'target_id': '422', 'drugbank_id': '1721'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Cell division protein kinase 2', 'target_id': '482', 'drugbank_id': '2240'}, {'target_name': 'Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform', 'target_id': '491', 'drugbank_id': '2404'}, {'target_name': 'Serine/threonine-protein kinase Chk1', 'target_id': '647', 'drugbank_id': '5790'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}]"
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,374.37,2.54,2,8,104.34,0.74,-0.19,0.44,0.18,16.50,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Thrombin', 'target_id': '17', 'drugbank_id': '54'}, {'target_name': 'Potassium voltage-gated channel subfamily H member 2', 'target_id': '37', 'drugbank_id': '101'}, {'target_name': 'Estrogen receptor', 'target_id': '46', 'drugbank_id': '136'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Peroxisome proliferator activated receptor gamma', 'target_id': '78', 'drugbank_id': '238'}, {'target_name': 'Coagulation factor Xa', 'target_id': '79', 'drugbank_id': '239'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Coagulation factor VII', 'target_id': '123', 'drugbank_id': '369'}, {'target_name': 'mRNA of Protein-tyrosine phosphatase, non-receptor type 1', 'target_id': '229', 'drugbank_id': '687'}, {'target_name': 'DNA topoisomerase II', 'target_id': '287', 'drugbank_id': '817'}, {'target_name': 'Estrogen receptor beta', 'target_id': '307', 'drugbank_id': '869'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Glycogen phosphorylase, muscle form', 'target_id': '350', 'drugbank_id': '1152'}, {'target_name': 'Glycogen synthase kinase-3 beta', 'target_id': '422', 'drugbank_id': '1721'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Serine/threonine-protein kinase Chk1', 'target_id': '647', 'drugbank_id': '5790'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Calcium-activated potassium channel subunit alpha 1', 'target_id': '3727', 'drugbank_id': '610'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}]"
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,286.30,2.55,2,5,66.06,0.67,0.13,0.23,0.31,17.17,"[{'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Retinoic acid receptor RXR-alpha', 'target_id': '158', 'drugbank_id': '459'}, {'target_name': ""CGMP-inhibited 3',5'-cyclic phosphodiesterase A"", 'target_id': '172', 'drugbank_id': '485'}, {'target_name': 'Alpha-1B adrenergic receptor', 'target_id': '216', 'drugbank_id': '632'}, {'target_name': 'Beta-2 adrenergic receptor', 'target_id': '261', 'drugbank_id': '766'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'Nuclear receptor coactivator 1', 'target_id': '3279', 'drugbank_id': '6228'}]"
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36,"[{'target_name': 'Progesterone receptor', 'target_id': '209', 'drugbank_id': '614'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform', 'target_id': '491', 'drugbank_id': '2404'}, {'target_name': 'Potassium voltage-gated channel subfamily H member 2', 'target_id': '37', 'drugbank_id': '101'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}, {'target_name': 'Dopamine D1 receptor', 'target_id': '7', 'drugbank_id': '23'}, {'target_name': 'Muscarinic acetylcholine receptor M3', 'target_id': '16', 'drugbank_id': '51'}, {'target_name': 'Muscarinic acetylcholine receptor M1', 'target_id': '38', 'drugbank_id': '103'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Gamma-aminobutyric-acid receptor alpha-2 subunit', 'target_id': '141', 'drugbank_id': '423'}, {'target_name': 'Muscarinic acetylcholine receptor M4', 'target_id': '154', 'drugbank_id': '450'}, {'target_name': ""CGMP-inhibited 3',5'-cyclic phosphodiesterase A"", 'target_id': '172', 'drugbank_id': '485'}, {'target_name': '5-hydroxytryptamine 2A receptor', 'target_id': '175', 'drugbank_id': '502'}, {'target_name': 'Gamma-aminobutyric-acid receptor alpha-5 subunit', 'target_id': '181', 'drugbank_id': '523'}, {'target_name': 'Alpha-1A adrenergic receptor', 'target_id': '191', 'drugbank_id': '556'}, {'target_name': 'Gamma-aminobutyric-acid receptor alpha-3 subunit', 'target_id': '200', 'drugbank_id': '580'}, {'target_name': 'Muscarinic acetylcholine receptor M2', 'target_id': '210', 'drugbank_id': '617'}, {'target_name': 'Alpha-1B adrenergic receptor', 'target_id': '216', 'drugbank_id': '632'}, {'target_name': 'Beta-2 adrenergic receptor', 'target_id': '261', 'drugbank_id': '766'}, {'target_name': 'Neuronal acetylcholine receptor subunit alpha-2', 'target_id': '284', 'drugbank_id': '813'}, {'target_name': 'Sodium-dependent serotonin transporter', 'target_id': '290', 'drugbank_id': '824'}, {'target_name': 'Mu-type opioid receptor', 'target_id': '299', 'drugbank_id': '847'}, {'target_name': 'Gamma-aminobutyric acid receptor subunit alpha-1', 'target_id': '309', 'drugbank_id': '872'}, {'target_name': 'Neuronal acetylcholine receptor protein, alpha-7 chain', 'target_id': '581', 'drugbank_id': '4095'}, {'target_name': 'Cytochrome P450-cam', 'target_id': '1143', 'drugbank_id': '2298'}, {'target_name': 'Apoptosis regulator Bcl-2', 'target_id': '86', 'drugbank_id': '273'}, {'target_name': 'Apoptosis regulator BAX', 'target_id': '4033', 'drugbank_id': 'N/A'}, {'target_name': 'Caspase-9', 'target_id': '4090', 'drugbank_id': 'N/A'}, {'target_name': 'Transcription factor AP-1', 'target_id': '414', 'drugbank_id': '1629'}, {'target_name': 'Caspase-3', 'target_id': '4087', 'drugbank_id': 'N/A'}, {'target_name': 'Caspase-8', 'target_id': '4089', 'drugbank_id': 'N/A'}, {'target_name': 'Protein kinase C alpha type', 'target_id': '4469', 'drugbank_id': 'N/A'}, {'target_name': 'Transforming growth factor beta-1', 'target_id': '4568', 'drugbank_id': 'N/A'}, {'target_name': 'Serum paraoxonase/arylesterase 1', 'target_id': '357', 'drugbank_id': '1198'}, {'target_name': 'Microtubule-associated protein 2', 'target_id': '3987', 'drugbank_id': '1852'}]"
MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,414.79,8.08,1,1,36.91,1.32,0.87,0.75,0.22,5.37,"[{'target_name': 'Progesterone receptor', 'target_id': '209', 'drugbank_id': '614'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Mineralocorticoid receptor', 'target_id': '252', 'drugbank_id': '737'}]"
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,270.25,2.33,3,5,39.4,0.60,-0.17,0.21,0.39,16.93,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Peroxisome proliferator activated receptor gamma', 'target_id': '78', 'drugbank_id': '238'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': ""CGMP-inhibited 3',5'-cyclic phosphodiesterase A"", 'target_id': '172', 'drugbank_id': '485'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Cell division protein kinase 2', 'target_id': '482', 'drugbank_id': '2240'}, {'target_name': 'Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform', 'target_id': '491', 'drugbank_id': '2404'}, {'target_name': 'Serine/threonine-protein kinase Chk1', 'target_id': '647', 'drugbank_id': '5790'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}]"
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,344.34,2.55,2,7,31.71,0.93,-.00,0.35,0.22,16.47,"[{'target_name': 'Nitric oxide synthase, inducible', 'target_id': '3', 'drugbank_id': '7'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Thrombin', 'target_id': '17', 'drugbank_id': '54'}, {'target_name': 'Potassium voltage-gated channel subfamily H member 2', 'target_id': '37', 'drugbank_id': '101'}, {'target_name': 'Androgen receptor', 'target_id': '48', 'drugbank_id': '146'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': 'Coagulation factor Xa', 'target_id': '79', 'drugbank_id': '239'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Nitric-oxide synthase, endothelial', 'target_id': '95', 'drugbank_id': '291'}, {'target_name': 'Coagulation factor VII', 'target_id': '123', 'drugbank_id': '369'}, {'target_name': 'DNA topoisomerase II', 'target_id': '287', 'drugbank_id': '817'}, {'target_name': 'Estrogen receptor beta', 'target_id': '307', 'drugbank_id': '869'}, {'target_name': 'Dipeptidyl peptidase IV', 'target_id': '332', 'drugbank_id': '952'}, {'target_name': 'Peroxisome proliferator activated receptor delta', 'target_id': '396', 'drugbank_id': '1502'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Trypsin-1', 'target_id': '2928', 'drugbank_id': '3176'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Calmodulin', 'target_id': '3907', 'drugbank_id': '465'}, {'target_name': 'Vascular endothelial growth factor receptor 2', 'target_id': '139', 'drugbank_id': '407'}, {'target_name': 'Nuclear receptor coactivator 1', 'target_id': '3279', 'drugbank_id': '6228'}, {'target_name': 'Calcium-activated potassium channel subunit alpha 1', 'target_id': '3727', 'drugbank_id': '610'}]"
MOL000073,ent-Epicatechin,https://tcmsp-e.com/molecule.php?qn=73,290.29,1.92,5,6,48.96,0.02,-0.64,0.24,0.34,0.63,"[{'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Estrogen receptor', 'target_id': '46', 'drugbank_id': '136'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Heat shock protein HSP 90', 'target_id': '444', 'drugbank_id': '1939'}, {'target_name': 'Beta-lactamase', 'target_id': '499', 'drugbank_id': '2478'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}]"
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57,"[{'target_name': 'Progesterone receptor', 'target_id': '209', 'drugbank_id': '614'}, {'target_name': 'Mineralocorticoid receptor', 'target_id': '252', 'drugbank_id': '737'}, {'target_name': 'Nuclear receptor coactivator 2', 'target_id': '3276', 'drugbank_id': '6241'}, {'target_name': 'Alcohol dehydrogenase 1C', 'target_id': '727', 'drugbank_id': '517'}, {'target_name': 'Ig gamma-1 chain C region', 'target_id': '1201', 'drugbank_id': '4785'}, {'target_name': 'Retinoic acid receptor RXR-alpha', 'target_id': '158', 'drugbank_id': '459'}, {'target_name': 'Nuclear receptor coactivator 1', 'target_id': '3279', 'drugbank_id': '6228'}, {'target_name': 'Prostaglandin G/H synthase 1', 'target_id': '6', 'drugbank_id': '20'}, {'target_name': 'Prostaglandin G/H synthase 2', 'target_id': '94', 'drugbank_id': '290'}, {'target_name': 'Alpha-2A adrenergic receptor', 'target_id': '105', 'drugbank_id': '318'}, {'target_name': 'Sodium-dependent noradrenaline transporter', 'target_id': '186', 'drugbank_id': '540'}, {'target_name': 'Sodium-dependent dopamine transporter', 'target_id': '239', 'drugbank_id': '713'}, {'target_name': 'Beta-2 adrenergic receptor', 'target_id': '261', 'drugbank_id': '766'}, {'target_name': 'Aldose reductase', 'target_id': '288', 'drugbank_id': '822'}, {'target_name': 'Urokinase-type plasminogen activator', 'target_id': '346', 'drugbank_id': '1074'}, {'target_name': 'Leukotriene A-4 hydrolase', 'target_id': '521', 'drugbank_id': '3060'}, {'target_name': 'Amine oxidase [flavin-containing] B', 'target_id': '565', 'drugbank_id': '3939'}, {'target_name': 'Amine oxidase [flavin-containing] A', 'target_id': '566', 'drugbank_id': '3941'}, {'target_name': 'mRNA of PKA Catalytic Subunit C-alpha', 'target_id': '699', 'drugbank_id': '6263'}, {'target_name': 'Chymotrypsinogen B', 'target_id': '1696', 'drugbank_id': '6011'}, {'target_name': 'Muscarinic acetylcholine receptor M3', 'target_id': '16', 'drugbank_id': '51'}, {'target_name': 'Muscarinic acetylcholine receptor M1', 'target_id': '38', 'drugbank_id': '103'}, {'target_name': 'Beta-1 adrenergic receptor', 'target_id': '63', 'drugbank_id': '193'}, {'target_name': 'Sodium channel protein type 5 subunit alpha', 'target_id': '70', 'drugbank_id': '220'}, {'target_name': '5-hydroxytryptamine 2A receptor', 'target_id': '175', 'drugbank_id': '502'}, {'target_name': 'Alpha-1A adrenergic receptor', 'target_id': '191', 'drugbank_id': '556'}, {'target_name': 'Gamma-aminobutyric-acid receptor alpha-3 subunit', 'target_id': '200', 'drugbank_id': '580'}, {'target_name': 'Muscarinic acetylcholine receptor M2', 'target_id': '210', 'drugbank_id': '617'}, {'target_name': 'Alpha-1B adrenergic receptor', 'target_id': '216', 'drugbank_id': '632'}, {'target_name': 'Gamma-aminobutyric acid receptor subunit alpha-1', 'target_id': '309', 'drugbank_id': '872'}, {'target_name': 'Neuronal acetylcholine receptor protein, alpha-7 chain', 'target_id': '581', 'drugbank_id': '4095'}]"
