mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife,target_name,target_id,drugbank_id
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25,Fatty acid synthase,374,1295
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25,Tumor necrosis factor ligand superfamily member 6,4584,N/A
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25,Cytochrome P450 19A1,4148,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,"Nitric oxide synthase, inducible",3,7
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Prostaglandin G/H synthase 1,6,20
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Estrogen receptor,46,136
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Androgen receptor,48,146
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Sodium channel protein type 5 subunit alpha,70,220
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Peroxisome proliferator activated receptor gamma,78,238
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Prostaglandin G/H synthase 2,94,290
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Retinoic acid receptor RXR-alpha,158,459
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,"CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Dipeptidyl peptidase IV,332,952
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Mitogen-activated protein kinase 14,402,1540
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Glycogen synthase kinase-3 beta,422,1721
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Heat shock protein HSP 90,444,1939
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Cell division protein kinase 2,482,2240
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Serine/threonine-protein kinase Chk1,647,5790
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,mRNA of PKA Catalytic Subunit C-alpha,699,6263
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Trypsin-1,2928,3176
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Calmodulin,3907,465
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Beta-2 adrenergic receptor,261,766
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Transcription factor p65,4565,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,RAC-alpha serine/threonine-protein kinase,4490,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,G1/S-specific cyclin-D1,4214,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Apoptosis regulator Bcl-2,86,273
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Cyclin-dependent kinase inhibitor 1,4141,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Eukaryotic translation initiation factor 6,4197,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Apoptosis regulator BAX,4033,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Caspase-9,4090,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Vascular endothelial growth factor receptor 2,139,407
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Tumor necrosis factor,265,777
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Transcription factor AP-1,414,1629
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Interleukin-6,351,1159
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Activator of 90 kDa heat shock protein ATPase homolog 1,4007,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Caspase-3,4087,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Cellular tumor antigen p53,646,5788
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Bcl-2-binding component 3,4051,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Telomerase protein component 1,4549,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Interstitial collagenase,353,1167
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,C-C motif chemokine 2,417,1649
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Protein kinase C delta type,4471,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Prostaglandin E2 receptor EP3 subtype,593,4131
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Fibronectin,4206,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Interleukin-8,4303,N/A
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75,Induced myeloid leukemia cell differentiation protein Mcl-1,4269,N/A
MOL013068,Oroxindin,https://tcmsp-e.com/molecule.php?qn=13068,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,,Thrombin,17,54
MOL013068,Oroxindin,https://tcmsp-e.com/molecule.php?qn=13068,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,,Coagulation factor Xa,79,239
MOL013068,Oroxindin,https://tcmsp-e.com/molecule.php?qn=13068,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,,Carbonic anhydrase II,117,357
MOL013068,Oroxindin,https://tcmsp-e.com/molecule.php?qn=13068,459.41,0.21,4,11,7.07,-1.68,-2.15,0.77,0.04,,"mRNA of Protein-tyrosine phosphatase, non-receptor type 1",229,687
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Cytochrome P450-cam,1143,2298
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Muscarinic acetylcholine receptor M2,210,617
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Muscarinic acetylcholine receptor M3,16,51
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Muscarinic acetylcholine receptor M1,38,103
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Prostaglandin G/H synthase 2,94,290
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Sodium-dependent noradrenaline transporter,186,540
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Alpha-1A adrenergic receptor,191,556
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841
MOL000018,(+/-)-Isoborneol,https://tcmsp-e.com/molecule.php?qn=18,154.28,1.98,1,1,86.98,1.27,1.60,0.05,0.00,11.36,Progesterone receptor,209,614
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Muscarinic acetylcholine receptor M1,38,103
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Muscarinic acetylcholine receptor M2,210,617
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Gamma-aminobutyric-acid receptor alpha-3 subunit,200,580
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Gamma-aminobutyric-acid receptor subunit alpha-6,3284,841
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Prostaglandin G/H synthase 1,6,20
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Potassium voltage-gated channel subfamily H member 2,37,101
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Sodium channel protein type 5 subunit alpha,70,220
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Coagulation factor Xa,79,239
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Prostaglandin G/H synthase 2,94,290
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Vascular endothelial growth factor receptor 2,139,407
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,DNA topoisomerase II,287,817
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Heat shock protein HSP 90,444,1939
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Nuclear receptor coactivator 2,3276,6241
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Calcium-activated potassium channel subunit alpha 1,3727,610
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Muscarinic acetylcholine receptor M3,16,51
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Gamma-aminobutyric-acid receptor alpha-5 subunit,181,523
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Sodium-dependent noradrenaline transporter,186,540
MOL000198,(R)-linalool,https://tcmsp-e.com/molecule.php?qn=198,154.28,2.74,1,1,39.8,1.33,1.36,0.02,0.32,6.48,Progesterone receptor,209,614
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Amine oxidase [flavin-containing] B,565,3939
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Alcohol dehydrogenase 1B,726,444
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Alcohol dehydrogenase 1C,727,517
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Alcohol dehydrogenase 1A,729,251
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Lysozyme,1172,2300
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Bacillolysin,1961,2457
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase,2262,2264
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Group IIE secretory phospholipase A2,3485,6270
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Trypsin-3,3952,2886
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,D-amino-acid oxidase,2992,6645
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,"2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase",2230,4674
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Muscarinic acetylcholine receptor M3,16,51
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Prostaglandin G/H synthase 2,94,290
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Gamma-aminobutyric-acid receptor alpha-2 subunit,141,423
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Retinoic acid receptor RXR-alpha,158,459
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Gamma-aminobutyric acid receptor subunit alpha-1,309,872
MOL000219,BOX,https://tcmsp-e.com/molecule.php?qn=219,121.12,0.76,0,2,31.55,0.54,0.84,0.02,0.11,12.07,Nuclear receptor coactivator 2,3276,6241
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02,Prostaglandin G/H synthase 1,6,20
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02,Dopamine D1 receptor,7,23
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02,Muscarinic acetylcholine receptor M3,16,51
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02,Muscarinic acetylcholine receptor M1,38,103
