mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL002926,dihydrooroxylin A,https://tcmsp-e.com/molecule.php?qn=2926,286.30,2.55,2,5,38.72,0.71,0.03,0.23,0.29,17.58
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,374.37,2.54,2,8,69.51,0.68,-0.07,0.44,0.20,16.14
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,284.28,2.59,2,5,41.37,0.76,0.13,0.23,0.29,17.15
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,314.31,2.57,2,6,76.26,0.84,0.31,0.29,0.24,16.78
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,300.28,2.32,3,6,36.56,0.46,-0.40,0.27,0.31,16.93
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,374.37,2.54,2,8,104.34,0.74,-0.19,0.44,0.18,16.50
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,286.30,2.55,2,5,66.06,0.67,0.13,0.23,0.31,17.17
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36
MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,414.79,8.08,1,1,36.91,1.32,0.87,0.75,0.22,5.37
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,270.25,2.33,3,5,39.4,0.60,-0.17,0.21,0.39,16.93
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,344.34,2.55,2,7,31.71,0.93,-.00,0.35,0.22,16.47
MOL000073,ent-Epicatechin,https://tcmsp-e.com/molecule.php?qn=73,290.29,1.92,5,6,48.96,0.02,-0.64,0.24,0.34,0.63
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57
MOL001458,coptisine,https://tcmsp-e.com/molecule.php?qn=1458,320.34,3.25,0,4,30.67,1.21,0.32,0.86,0.26,9.33
MOL001490,"bis[(2S)-2-ethylhexyl] benzene-1,2-dicarboxylate",https://tcmsp-e.com/molecule.php?qn=1490,390.62,7.57,0,4,43.59,0.98,0.68,0.35,0.28,3.02
MOL001506,Supraene,https://tcmsp-e.com/molecule.php?qn=1506,410.80,11.33,0,0,33.55,2.08,1.73,0.42,0.27,2.72
MOL002879,Diop,https://tcmsp-e.com/molecule.php?qn=2879,390.62,7.44,0,4,43.59,0.79,0.26,0.39,0.28,3.60
MOL002897,epiberberine,https://tcmsp-e.com/molecule.php?qn=2897,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL008206,Moslosooflavone,https://tcmsp-e.com/molecule.php?qn=8206,298.31,2.84,1,5,44.09,1.01,0.54,0.25,0.26,17.02
MOL010415,"11,13-Eicosadienoic acid, methyl ester",https://tcmsp-e.com/molecule.php?qn=10415,322.59,7.55,0,2,39.28,1.46,1.24,0.23,0.21,5.44
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",https://tcmsp-e.com/molecule.php?qn=12245,302.30,2.28,3,6,36.63,0.43,-0.32,0.27,0.28,16.12
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",https://tcmsp-e.com/molecule.php?qn=12246,302.30,2.28,3,6,74.24,0.37,-0.43,0.26,0.31,16.85
MOL012266,rivularin,https://tcmsp-e.com/molecule.php?qn=12266,344.34,2.55,2,7,37.94,0.65,-0.13,0.37,0.21,16.25
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,270.25,2.33,3,5,33.52,0.63,-0.05,0.21,0.36,16.25
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,270.25,2.33,3,5,33.52,0.63,-0.05,0.21,0.36,16.25
