mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL002926,dihydrooroxylin A,https://tcmsp-e.com/molecule.php?qn=2926,286.30,2.55,2,5,38.72,0.71,0.03,0.23,0.29,17.58
MOL002927,Skullcapflavone II,https://tcmsp-e.com/molecule.php?qn=2927,374.37,2.54,2,8,69.51,0.68,-0.07,0.44,0.20,16.14
MOL002928,oroxylin a,https://tcmsp-e.com/molecule.php?qn=2928,284.28,2.59,2,5,41.37,0.76,0.13,0.23,0.29,17.15
MOL002932,Panicolin,https://tcmsp-e.com/molecule.php?qn=2932,314.31,2.57,2,6,76.26,0.84,0.31,0.29,0.24,16.78
MOL002933,"5,7,4'-Trihydroxy-8-methoxyflavone",https://tcmsp-e.com/molecule.php?qn=2933,300.28,2.32,3,6,36.56,0.46,-0.40,0.27,0.31,16.93
MOL002934,NEOBAICALEIN,https://tcmsp-e.com/molecule.php?qn=2934,374.37,2.54,2,8,104.34,0.74,-0.19,0.44,0.18,16.50
MOL002937,DIHYDROOROXYLIN,https://tcmsp-e.com/molecule.php?qn=2937,286.30,2.55,2,5,66.06,0.67,0.13,0.23,0.31,17.17
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36
MOL000359,sitosterol,https://tcmsp-e.com/molecule.php?qn=359,414.79,8.08,1,1,36.91,1.32,0.87,0.75,0.22,5.37
MOL000525,Norwogonin,https://tcmsp-e.com/molecule.php?qn=525,270.25,2.33,3,5,39.4,0.60,-0.17,0.21,0.39,16.93
MOL000552,"5,2'-Dihydroxy-6,7,8-trimethoxyflavone",https://tcmsp-e.com/molecule.php?qn=552,344.34,2.55,2,7,31.71,0.93,-.00,0.35,0.22,16.47
MOL000073,ent-Epicatechin,https://tcmsp-e.com/molecule.php?qn=73,290.29,1.92,5,6,48.96,0.02,-0.64,0.24,0.34,0.63
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57
MOL001458,coptisine,https://tcmsp-e.com/molecule.php?qn=1458,320.34,3.25,0,4,30.67,1.21,0.32,0.86,0.26,9.33
MOL001490,"bis[(2S)-2-ethylhexyl] benzene-1,2-dicarboxylate",https://tcmsp-e.com/molecule.php?qn=1490,390.62,7.57,0,4,43.59,0.98,0.68,0.35,0.28,3.02
MOL001506,Supraene,https://tcmsp-e.com/molecule.php?qn=1506,410.80,11.33,0,0,33.55,2.08,1.73,0.42,0.27,2.72
MOL002879,Diop,https://tcmsp-e.com/molecule.php?qn=2879,390.62,7.44,0,4,43.59,0.79,0.26,0.39,0.28,3.60
MOL002897,epiberberine,https://tcmsp-e.com/molecule.php?qn=2897,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL008206,Moslosooflavone,https://tcmsp-e.com/molecule.php?qn=8206,298.31,2.84,1,5,44.09,1.01,0.54,0.25,0.26,17.02
MOL010415,"11,13-Eicosadienoic acid, methyl ester",https://tcmsp-e.com/molecule.php?qn=10415,322.59,7.55,0,2,39.28,1.46,1.24,0.23,0.21,5.44
MOL012245,"5,7,4'-trihydroxy-6-methoxyflavanone",https://tcmsp-e.com/molecule.php?qn=12245,302.30,2.28,3,6,36.63,0.43,-0.32,0.27,0.28,16.12
MOL012246,"5,7,4'-trihydroxy-8-methoxyflavanone",https://tcmsp-e.com/molecule.php?qn=12246,302.30,2.28,3,6,74.24,0.37,-0.43,0.26,0.31,16.85
MOL012266,rivularin,https://tcmsp-e.com/molecule.php?qn=12266,344.34,2.55,2,7,37.94,0.65,-0.13,0.37,0.21,16.25
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,270.25,2.33,3,5,33.52,0.63,-0.05,0.21,0.36,16.25
MOL001689,acacetin,https://tcmsp-e.com/molecule.php?qn=1689,284.28,2.59,2,5,34.97,0.67,-0.05,0.24,0.35,17.25
MOL000173,wogonin,https://tcmsp-e.com/molecule.php?qn=173,284.28,2.59,2,5,30.68,0.79,0.04,0.23,0.32,17.75
MOL000228,(2R)-7-hydroxy-5-methoxy-2-phenylchroman-4-one,https://tcmsp-e.com/molecule.php?qn=228,270.30,2.82,1,4,55.23,0.87,0.26,0.2,0.34,17.02
MOL002714,baicalein,https://tcmsp-e.com/molecule.php?qn=2714,270.25,2.33,3,5,33.52,0.63,-0.05,0.21,0.36,16.25
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL002897,epiberberine,https://tcmsp-e.com/molecule.php?qn=2897,336.39,3.45,0,4,43.09,1.17,0.40,0.78,0.19,6.10
MOL002903,(R)-Canadine,https://tcmsp-e.com/molecule.php?qn=2903,339.42,3.40,0,5,55.37,1.04,0.57,0.77,0.20,6.41
MOL002904,Berlambine,https://tcmsp-e.com/molecule.php?qn=2904,351.38,2.49,0,6,36.68,0.97,0.17,0.82,0.28,7.33
MOL002907,Corchoroside A_qt,https://tcmsp-e.com/molecule.php?qn=2907,404.55,1.34,3,6,104.95,-0.91,-1.31,0.78,0.29,6.68
MOL000622,Magnograndiolide,https://tcmsp-e.com/molecule.php?qn=622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.30,3.17
MOL000762,Palmidin A,https://tcmsp-e.com/molecule.php?qn=762,510.52,4.52,6,8,35.36,-0.38,-1.47,0.65,0.39,33.17
MOL000785,palmatine,https://tcmsp-e.com/molecule.php?qn=785,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25
MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL001458,coptisine,https://tcmsp-e.com/molecule.php?qn=1458,320.34,3.25,0,4,30.67,1.21,0.32,0.86,0.26,9.33
MOL002668,Worenine,https://tcmsp-e.com/molecule.php?qn=2668,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41
MOL008647,Moupinamide,https://tcmsp-e.com/molecule.php?qn=8647,313.38,2.86,3,5,86.71,0.55,-0.51,0.26,0.33,3.71
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL001406,crocetin,https://tcmsp-e.com/molecule.php?qn=1406,328.44,4.58,2,4,35.3,0.54,-0.83,0.26,0.43,2.03
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=1663,456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL001941,Ammidin,https://tcmsp-e.com/molecule.php?qn=1941,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL004561,Sudan III,https://tcmsp-e.com/molecule.php?qn=4561,352.42,7.21,1,5,84.07,0.42,0.10,0.59,0.46,8.99
MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36
MOL000422,kaempferol,https://tcmsp-e.com/molecule.php?qn=422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0.00,14.74
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57
MOL001494,Mandenol,https://tcmsp-e.com/molecule.php?qn=1494,308.56,6.99,0,2,42.0,1.46,1.14,0.19,0.25,5.39
MOL001506,Supraene,https://tcmsp-e.com/molecule.php?qn=1506,410.80,11.33,0,0,33.55,2.08,1.73,0.42,0.27,2.72
MOL001942,isoimperatorin,https://tcmsp-e.com/molecule.php?qn=1942,270.30,3.65,0,4,45.46,0.97,0.66,0.23,0.27,-1.44
MOL002883,Ethyl oleate (NF),https://tcmsp-e.com/molecule.php?qn=2883,310.58,7.44,0,2,32.4,1.40,1.10,0.19,0.19,4.85
MOL003095,"5-hydroxy-7-methoxy-2-(3,4,5-trimethoxyphenyl)chromone",https://tcmsp-e.com/molecule.php?qn=3095,358.37,2.80,1,7,51.96,0.88,-0.21,0.41,0.17,15.98
MOL007245,3-Methylkempferol,https://tcmsp-e.com/molecule.php?qn=7245,300.28,1.84,3,6,60.16,0.37,-0.49,0.26,0.36,16.36
MOL009038,GBGB,https://tcmsp-e.com/molecule.php?qn=9038,550.57,-4.00,8,15,45.58,-3.29,-5.43,0.83,0.26,10.25
MOL001406,crocetin,https://tcmsp-e.com/molecule.php?qn=1406,328.44,4.58,2,4,35.3,0.54,-0.83,0.26,0.43,2.03
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=1663,456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL001941,Ammidin,https://tcmsp-e.com/molecule.php?qn=1941,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL001406,crocetin,https://tcmsp-e.com/molecule.php?qn=1406,328.44,4.58,2,4,35.3,0.54,-0.83,0.26,0.43,2.03
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=1663,456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL001941,Ammidin,https://tcmsp-e.com/molecule.php?qn=1941,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL001406,crocetin,https://tcmsp-e.com/molecule.php?qn=1406,328.44,4.58,2,4,35.3,0.54,-0.83,0.26,0.43,2.03
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=1663,456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL001941,Ammidin,https://tcmsp-e.com/molecule.php?qn=1941,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL001406,crocetin,https://tcmsp-e.com/molecule.php?qn=1406,328.44,4.58,2,4,35.3,0.54,-0.83,0.26,0.43,2.03
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=1663,456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL001941,Ammidin,https://tcmsp-e.com/molecule.php?qn=1941,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL001406,crocetin,https://tcmsp-e.com/molecule.php?qn=1406,328.44,4.58,2,4,35.3,0.54,-0.83,0.26,0.43,2.03
MOL001663,"(4aS,6aR,6aS,6bR,8aR,10R,12aR,14bS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-1,3,4,5,6,6a,7,8,8a,10,11,12,13,14b-tetradecahydropicene-4a-carboxylic acid",https://tcmsp-e.com/molecule.php?qn=1663,456.78,6.42,2,3,32.03,0.61,0.39,0.76,0.22,4.34
MOL001941,Ammidin,https://tcmsp-e.com/molecule.php?qn=1941,270.30,3.65,0,4,34.55,1.13,0.92,0.22,0.28,-1.35
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL001458,coptisine,https://tcmsp-e.com/molecule.php?qn=1458,320.34,3.25,0,4,30.67,1.21,0.32,0.86,0.26,9.33
MOL002636,Kihadalactone A,https://tcmsp-e.com/molecule.php?qn=2636,512.70,3.96,0,7,34.21,0.19,-0.51,0.82,0.29,-6.27
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002641,Phellavin_qt,https://tcmsp-e.com/molecule.php?qn=2641,374.42,2.51,5,7,35.86,-0.41,-1.32,0.44,0.33,15.81
MOL002643,delta 7-stigmastenol,https://tcmsp-e.com/molecule.php?qn=2643,414.79,8.08,1,1,37.42,1.30,0.83,0.75,0.22,5.27
MOL002644,Phellopterin,https://tcmsp-e.com/molecule.php?qn=2644,300.33,3.64,0,5,40.19,0.98,0.48,0.28,0.24,-1.64
MOL002651,Dehydrotanshinone II A,https://tcmsp-e.com/molecule.php?qn=2651,292.35,4.22,0,3,43.76,1.02,0.52,0.4,0.33,23.71
MOL002652,delta7-Dehydrosophoramine,https://tcmsp-e.com/molecule.php?qn=2652,242.35,1.09,0,3,54.45,0.99,0.75,0.25,0.22,5.52
MOL002656,dihydroniloticin,https://tcmsp-e.com/molecule.php?qn=2656,458.80,5.66,2,3,36.43,0.65,0.03,0.81,0.25,7.04
MOL002659,kihadanin A,https://tcmsp-e.com/molecule.php?qn=2659,486.56,1.76,1,9,31.6,-0.93,-1.36,0.7,0.38,2.68
MOL002660,niloticin,https://tcmsp-e.com/molecule.php?qn=2660,456.78,5.62,1,3,41.41,0.54,-0.20,0.82,0.27,5.19
MOL002662,rutaecarpine,https://tcmsp-e.com/molecule.php?qn=2662,287.34,3.36,1,3,40.3,1.13,0.71,0.6,0.33,8.21
MOL002663,Skimmianin,https://tcmsp-e.com/molecule.php?qn=2663,259.28,2.33,0,5,40.14,1.26,1.10,0.2,0.14,-2.43
MOL002666,Chelerythrine,https://tcmsp-e.com/molecule.php?qn=2666,332.37,4.29,0,4,34.18,1.24,0.28,0.78,0.36,6.32
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57
MOL002668,Worenine,https://tcmsp-e.com/molecule.php?qn=2668,334.37,3.73,0,4,45.83,1.22,0.24,0.87,0.27,8.41
MOL002670,Cavidine,https://tcmsp-e.com/molecule.php?qn=2670,353.45,3.72,0,5,35.64,1.08,0.63,0.81,0.00,5.78
MOL002671,Candletoxin A,https://tcmsp-e.com/molecule.php?qn=2671,608.79,3.63,2,9,31.81,-0.39,-1.24,0.69,0.32,-0.36
MOL002672,Hericenone H,https://tcmsp-e.com/molecule.php?qn=2672,580.88,9.95,0,6,39.0,0.80,0.16,0.63,0.22,3.62
MOL002673,Hispidone,https://tcmsp-e.com/molecule.php?qn=2673,472.78,4.46,2,4,36.18,0.12,-0.72,0.83,0.25,5.08
MOL000358,beta-sitosterol,https://tcmsp-e.com/molecule.php?qn=358,414.79,8.08,1,1,36.91,1.32,0.99,0.75,0.23,5.36
MOL000622,Magnograndiolide,https://tcmsp-e.com/molecule.php?qn=622,266.37,1.18,2,4,63.71,0.02,-0.24,0.19,0.30,3.17
MOL000762,Palmidin A,https://tcmsp-e.com/molecule.php?qn=762,510.52,4.52,6,8,35.36,-0.38,-1.47,0.65,0.39,33.17
MOL000785,palmatine,https://tcmsp-e.com/molecule.php?qn=785,352.44,3.65,0,4,64.6,1.33,0.37,0.65,0.13,2.25
MOL000787,Fumarine,https://tcmsp-e.com/molecule.php?qn=787,353.40,2.95,0,6,59.26,0.56,-0.13,0.83,0.30,23.46
MOL000790,Isocorypalmine,https://tcmsp-e.com/molecule.php?qn=790,341.44,3.35,1,5,35.77,0.85,0.43,0.59,0.21,2.47
MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
MOL001131,phellamurin_qt,https://tcmsp-e.com/molecule.php?qn=1131,356.40,3.61,4,6,56.6,0.14,-0.50,0.39,0.38,14.89
MOL001455,(S)-Canadine,https://tcmsp-e.com/molecule.php?qn=1455,339.42,3.40,0,5,53.83,1.01,0.64,0.77,0.19,6.56
MOL001771,poriferast-5-en-3beta-ol,https://tcmsp-e.com/molecule.php?qn=1771,414.79,8.08,1,1,36.91,1.45,1.14,0.75,0.00,5.07
MOL002331,N-Methylflindersine,https://tcmsp-e.com/molecule.php?qn=2331,241.31,1.72,0,3,32.36,1.35,1.10,0.18,0.33,0.41
MOL002894,berberrubine,https://tcmsp-e.com/molecule.php?qn=2894,322.36,3.20,1,4,35.74,1.07,0.17,0.73,0.24,6.46
MOL005438,campesterol,https://tcmsp-e.com/molecule.php?qn=5438,400.76,7.63,1,1,37.58,1.34,0.95,0.71,0.22,4.83
MOL006392,dihydroniloticin,https://tcmsp-e.com/molecule.php?qn=6392,458.80,5.66,2,3,36.43,0.64,0.10,0.82,0.24,6.46
MOL006401,melianone,https://tcmsp-e.com/molecule.php?qn=6401,470.76,4.76,1,4,40.53,0.40,-0.31,0.78,0.27,6.09
MOL006413,phellochin,https://tcmsp-e.com/molecule.php?qn=6413,488.83,5.26,2,4,35.41,0.47,-0.01,0.82,0.24,6.64
MOL006422,thalifendine,https://tcmsp-e.com/molecule.php?qn=6422,322.36,3.20,1,4,44.41,1.12,0.21,0.73,0.22,5.99
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL001458,coptisine,https://tcmsp-e.com/molecule.php?qn=1458,320.34,3.25,0,4,30.67,1.21,0.32,0.86,0.26,9.33
MOL002636,Kihadalactone A,https://tcmsp-e.com/molecule.php?qn=2636,512.70,3.96,0,7,34.21,0.19,-0.51,0.82,0.29,-6.27
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002641,Phellavin_qt,https://tcmsp-e.com/molecule.php?qn=2641,374.42,2.51,5,7,35.86,-0.41,-1.32,0.44,0.33,15.81
MOL001454,berberine,https://tcmsp-e.com/molecule.php?qn=1454,336.39,3.45,0,4,36.86,1.24,0.57,0.78,0.19,6.57
MOL001458,coptisine,https://tcmsp-e.com/molecule.php?qn=1458,320.34,3.25,0,4,30.67,1.21,0.32,0.86,0.26,9.33
MOL002636,Kihadalactone A,https://tcmsp-e.com/molecule.php?qn=2636,512.70,3.96,0,7,34.21,0.19,-0.51,0.82,0.29,-6.27
MOL013352,Obacunone,https://tcmsp-e.com/molecule.php?qn=13352,454.56,2.68,0,7,43.29,0.01,-0.43,0.77,0.31,-13.04
MOL002641,Phellavin_qt,https://tcmsp-e.com/molecule.php?qn=2641,374.42,2.51,5,7,35.86,-0.41,-1.32,0.44,0.33,15.81
