mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL006572,"1,4-diazaindan-type,alkaloid,flavascensine",https://tcmsp-e.com/molecule.php?qn=6572,348.64,5.40,2,3,34.64,1.13,0.82,0.24,0.23,5.62
MOL006573,"13,14-dehydrosophoridine",https://tcmsp-e.com/molecule.php?qn=6573,246.39,1.39,0,3,65.34,1.06,1.11,0.25,0.24,6.24
MOL006582,"5α,9α-dihydroxymatrine",https://tcmsp-e.com/molecule.php?qn=6582,280.41,-0.30,2,5,40.93,0.04,-0.43,0.32,0.20,4.59
MOL006583,"7,11-dehydromatrine",https://tcmsp-e.com/molecule.php?qn=6583,246.39,1.42,0,3,44.43,1.11,1.13,0.25,0.16,5.22
MOL006596,Glyceollin,https://tcmsp-e.com/molecule.php?qn=6596,338.38,2.85,2,5,97.27,0.53,-0.19,0.76,0.35,6.24
MOL003347,hyperforin,https://tcmsp-e.com/molecule.php?qn=3347,536.87,8.62,1,4,44.03,0.87,0.40,0.6,0.00,2.15
MOL006604,(2S)-7-hydroxy-2-(4-hydroxyphenyl)-5-methoxy-8-(3-methylbut-2-enyl)chroman-4-one,https://tcmsp-e.com/molecule.php?qn=6604,354.43,4.41,2,5,48.09,0.80,-.00,0.39,0.30,15.54
MOL006613,kushenin,https://tcmsp-e.com/molecule.php?qn=6613,286.30,2.39,2,5,47.62,0.71,0.35,0.38,0.27,8.86
MOL006619,kushenol J,https://tcmsp-e.com/molecule.php?qn=6619,580.59,-0.87,7,14,51.39,-2.20,-3.12,0.74,0.31,13.81
MOL006620,kushenol J_qt,https://tcmsp-e.com/molecule.php?qn=6620,286.30,2.27,2,5,50.86,0.24,-0.27,0.24,0.37,15.78
MOL006622,kushenol O,https://tcmsp-e.com/molecule.php?qn=6622,562.57,-0.56,6,13,42.41,-1.67,-2.25,0.76,0.29,15.73
MOL006623,"kushenol,t",https://tcmsp-e.com/molecule.php?qn=6623,442.55,4.46,5,7,51.28,-0.05,-0.95,0.64,0.35,17.47
MOL006626,"leachianone,g",https://tcmsp-e.com/molecule.php?qn=6626,356.40,3.89,4,6,60.97,0.33,-0.36,0.4,0.37,15.53
MOL006627,Lehmanine,https://tcmsp-e.com/molecule.php?qn=6627,246.39,1.11,0,3,62.23,1.18,1.25,0.25,0.21,6.00
MOL006628,(+)-Lupanine,https://tcmsp-e.com/molecule.php?qn=6628,248.41,1.42,0,3,52.71,1.16,1.19,0.24,0.18,4.25
MOL006630,Norartocarpetin,https://tcmsp-e.com/molecule.php?qn=6630,286.25,2.07,4,6,54.93,0.14,-0.74,0.24,0.42,17.23
MOL000456,Phaseolin,https://tcmsp-e.com/molecule.php?qn=456,322.38,3.46,1,4,78.2,1.09,0.39,0.73,0.33,7.56
MOL006649,sophranol,https://tcmsp-e.com/molecule.php?qn=6649,264.41,0.67,1,4,55.42,0.60,0.68,0.28,0.19,4.94
MOL006650,(-)-Maackiain-3-O-glucosyl-6'-O-malonate,https://tcmsp-e.com/molecule.php?qn=6650,532.49,0.70,4,13,48.69,-1.45,-2.14,0.52,0.34,20.42
MOL006652,trifolrhizin,https://tcmsp-e.com/molecule.php?qn=6652,462.44,0.95,4,11,48.53,-0.85,-1.65,0.74,0.24,18.51
MOL000098,quercetin,https://tcmsp-e.com/molecule.php?qn=98,302.25,1.50,5,7,46.43,0.05,-0.77,0.28,0.38,14.40
