mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL004784,Stenol,https://tcmsp-e.com/molecule.php?qn=4784,270.56,7.36,1,1,12.66,1.33,0.92,0.11,0.15,
MOL000511,ursolic acid,https://tcmsp-e.com/molecule.php?qn=511,456.78,6.47,2,3,16.77,0.67,0.07,0.75,0.26,
MOL005705,Eicosanol,https://tcmsp-e.com/molecule.php?qn=5705,298.62,8.27,1,1,12.1,1.37,0.86,0.16,0.17,
MOL005796,Lignocerol,https://tcmsp-e.com/molecule.php?qn=5796,354.74,10.10,1,1,11.27,1.42,0.86,0.28,0.16,
MOL005855,Tormentic acid,https://tcmsp-e.com/molecule.php?qn=5855,488.78,4.35,4,5,11.4,-0.10,-0.83,0.71,0.00,
MOL000663,lignoceric acid,https://tcmsp-e.com/molecule.php?qn=663,368.72,10.02,1,2,14.9,1.24,1.01,0.33,0.17,
MOL000675,oleic acid,https://tcmsp-e.com/molecule.php?qn=675,282.52,6.84,1,2,33.13,1.17,0.78,0.14,0.20,4.99
MOL000069,palmitic acid,https://tcmsp-e.com/molecule.php?qn=69,256.48,6.37,1,2,19.3,1.09,1.00,0.1,0.00,
MOL007060,Lithospermic acid B,https://tcmsp-e.com/molecule.php?qn=7060,718.66,4.70,9,16,3.01,-1.89,-2.62,0.41,0.42,
MOL007714,1-methoxyacetylshikonin,https://tcmsp-e.com/molecule.php?qn=7714,344.39,3.06,1,6,73.09,0.24,-0.51,0.29,0.36,29.69
MOL007715,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] propanoate",https://tcmsp-e.com/molecule.php?qn=7715,344.39,3.44,2,6,54.64,0.25,-0.30,0.29,0.36,28.17
MOL007716,acetylshikonin,https://tcmsp-e.com/molecule.php?qn=7716,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08
MOL007717,"Alkannin beta,beta-dimethylacrylate",https://tcmsp-e.com/molecule.php?qn=7717,370.43,4.32,2,6,6.09,0.44,-0.04,0.35,0.36,
MOL007718,Methyl nervonate,https://tcmsp-e.com/molecule.php?qn=7718,380.73,9.82,0,2,25.62,1.47,0.91,0.38,0.16,
MOL007719,Arnebin 7,https://tcmsp-e.com/molecule.php?qn=7719,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63
MOL007720,(2R)-3-oxo-2-phenylbutanenitrile,https://tcmsp-e.com/molecule.php?qn=7720,159.20,1.31,0,2,43.03,0.88,0.65,0.04,0.51,-1.91
MOL007721,Totarol,https://tcmsp-e.com/molecule.php?qn=7721,286.50,5.98,1,1,15.78,1.69,1.73,0.25,0.25,
MOL007722,Isoarnebin 4,https://tcmsp-e.com/molecule.php?qn=7722,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33
MOL007723,Alkannan,https://tcmsp-e.com/molecule.php?qn=7723,274.34,3.75,2,4,74.88,0.61,-0.06,0.17,0.34,28.98
MOL007724,SENECIC ACID,https://tcmsp-e.com/molecule.php?qn=7724,100.13,1.32,1,2,62.32,0.84,1.02,0.01,0.33,11.79
MOL007725,5-Methylphthalide,https://tcmsp-e.com/molecule.php?qn=7725,148.17,1.93,0,2,25.85,1.26,1.29,0.04,0.40,
MOL007726,ETHYL DOCOSANOATE,https://tcmsp-e.com/molecule.php?qn=7726,368.72,9.71,0,2,15.79,1.49,1.27,0.32,0.17,
MOL007727,Ethyl senecioate,https://tcmsp-e.com/molecule.php?qn=7727,128.19,1.92,0,2,30.73,1.26,1.44,0.01,0.27,10.79
MOL007728,lithospermidin A,https://tcmsp-e.com/molecule.php?qn=7728,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50
MOL007729,shikonofuran C,https://tcmsp-e.com/molecule.php?qn=7729,358.47,5.09,3,5,4.9,0.66,-0.07,0.3,0.28,
MOL007730,shikonofuran B,https://tcmsp-e.com/molecule.php?qn=7730,358.47,5.30,3,5,4.82,0.71,-0.01,0.31,0.29,
MOL007731,arnebinol,https://tcmsp-e.com/molecule.php?qn=7731,244.36,4.50,1,2,56.66,1.36,1.23,0.14,0.32,7.11
MOL007732,arnebinone,https://tcmsp-e.com/molecule.php?qn=7732,302.40,2.13,0,4,20.81,1.06,0.81,0.2,0.23,
MOL007733,"Butyric acid, 3-hydroxy-3-methyl-",https://tcmsp-e.com/molecule.php?qn=7733,276.41,3.62,2,3,31.91,0.56,0.32,0.14,0.29,-3.44
MOL007734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone",https://tcmsp-e.com/molecule.php?qn=7734,316.38,2.28,0,5,61.8,0.92,0.32,0.24,0.19,-11.11
MOL007735,Des-O-methyllasiodiplodin,https://tcmsp-e.com/molecule.php?qn=7735,278.38,4.34,2,4,30.12,0.83,0.46,0.2,0.29,5.06
MOL007736,Lithospermidin B,https://tcmsp-e.com/molecule.php?qn=7736,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02
MOL007737,alpha-methyl-n-butylshikonin,https://tcmsp-e.com/molecule.php?qn=7737,372.45,4.36,2,6,6.34,0.34,-0.15,0.35,0.35,
MOL007738,beta-acetoxyisovalerylshikonin,https://tcmsp-e.com/molecule.php?qn=7738,430.49,3.31,2,8,5.03,0.11,-0.44,0.5,0.31,
MOL007739,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] 3-hydroxy-3-methyl-butanoate",https://tcmsp-e.com/molecule.php?qn=7739,388.45,2.93,3,7,7.93,-0.24,-0.76,0.39,0.36,
MOL007740,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] 2-methylpropanoate",https://tcmsp-e.com/molecule.php?qn=7740,358.42,3.90,2,6,6.48,0.37,-0.01,0.32,0.36,
MOL000861,Healip,https://tcmsp-e.com/molecule.php?qn=861,326.68,9.18,1,1,11.65,1.38,0.80,0.22,0.15,
