mol_id,mol_name,target_name,target_id,drugbank_id,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife,mol_url
MOL007715,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] propanoate",Cyclin-A2,3025,6235,344.39,3.44,2,6,54.64,0.25,-0.30,0.29,0.36,28.17,https://tcmsp-e.com/molecule.php?qn=7715
MOL007715,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] propanoate",Nuclear receptor coactivator 1,3279,6228,344.39,3.44,2,6,54.64,0.25,-0.30,0.29,0.36,28.17,https://tcmsp-e.com/molecule.php?qn=7715
MOL007715,"[(1R)-1-(5,8-dihydroxy-1,4-dioxo-2-naphthyl)-4-methyl-pent-3-enyl] propanoate",Calmodulin,3907,465,344.39,3.44,2,6,54.64,0.25,-0.30,0.29,0.36,28.17,https://tcmsp-e.com/molecule.php?qn=7715
MOL007716,acetylshikonin,Prostaglandin G/H synthase 1,6,20,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Estrogen receptor,46,136,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Androgen receptor,48,146,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Peroxisome proliferator activated receptor gamma,78,238,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Prostaglandin G/H synthase 2,94,290,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Carbonic anhydrase II,117,357,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Heat shock protein HSP 90,444,1939,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Cell division protein kinase 2,482,2240,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Beta-lactamase,499,2478,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Cyclin-A2,3025,6235,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Sodium channel protein type 5 subunit alpha,70,220,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Coagulation factor Xa,79,239,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,"Nitric-oxide synthase, endothelial",95,291,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,DNA topoisomerase II,287,817,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit, gamma isoform",491,2404,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Proto-oncogene serine/threonine-protein kinase Pim-1,2966,2347,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Nuclear receptor coactivator 2,3276,6241,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Nuclear receptor coactivator 1,3279,6228,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007716,acetylshikonin,Calmodulin,3907,465,330.36,2.77,2,6,62.39,0.30,-0.31,0.27,0.35,29.08,https://tcmsp-e.com/molecule.php?qn=7716
MOL007719,Arnebin 7,Androgen receptor,48,146,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Prostaglandin G/H synthase 1,6,20,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Estrogen receptor,46,136,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Peroxisome proliferator activated receptor gamma,78,238,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Prostaglandin G/H synthase 2,94,290,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,"Nitric-oxide synthase, endothelial",95,291,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Carbonic anhydrase II,117,357,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Retinoic acid receptor RXR-alpha,158,459,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Beta-2 adrenergic receptor,261,766,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Mitogen-activated protein kinase 14,402,1540,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Glycogen synthase kinase-3 beta,422,1721,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Cell division protein kinase 2,482,2240,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Beta-lactamase,499,2478,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,mRNA of PKA Catalytic Subunit C-alpha,699,6263,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007719,Arnebin 7,Cyclin-A2,3025,6235,272.32,3.50,2,4,73.85,0.74,0.07,0.18,0.36,29.63,https://tcmsp-e.com/molecule.php?qn=7719
MOL007722,Isoarnebin 4,Prostaglandin G/H synthase 1,6,20,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007722,Isoarnebin 4,Estrogen receptor,46,136,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007722,Isoarnebin 4,Androgen receptor,48,146,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007722,Isoarnebin 4,Peroxisome proliferator activated receptor gamma,78,238,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007722,Isoarnebin 4,Prostaglandin G/H synthase 2,94,290,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007722,Isoarnebin 4,Carbonic anhydrase II,117,357,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007722,Isoarnebin 4,Beta-lactamase,499,2478,288.32,2.39,3,5,64.79,0.06,-0.65,0.2,0.37,29.33,https://tcmsp-e.com/molecule.php?qn=7722
MOL007728,lithospermidin A,Estrogen receptor,46,136,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Androgen receptor,48,146,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Coagulation factor Xa,79,239,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Prostaglandin G/H synthase 2,94,290,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Carbonic anhydrase II,117,357,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,DNA topoisomerase II,287,817,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Heat shock protein HSP 90,444,1939,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Cell division protein kinase 2,482,2240,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007728,lithospermidin A,Nuclear receptor coactivator 1,3279,6228,388.45,3.08,3,7,75.08,-0.13,-0.69,0.38,0.35,27.50,https://tcmsp-e.com/molecule.php?qn=7728
MOL007734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone",Thrombin,17,54,316.38,2.28,0,5,61.8,0.92,0.32,0.24,0.19,-11.11,https://tcmsp-e.com/molecule.php?qn=7734
MOL007734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone",Androgen receptor,48,146,316.38,2.28,0,5,61.8,0.92,0.32,0.24,0.19,-11.11,https://tcmsp-e.com/molecule.php?qn=7734
MOL007734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone",Prostaglandin G/H synthase 2,94,290,316.38,2.28,0,5,61.8,0.92,0.32,0.24,0.19,-11.11,https://tcmsp-e.com/molecule.php?qn=7734
MOL007734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone","CGMP-inhibited 3',5'-cyclic phosphodiesterase A",172,485,316.38,2.28,0,5,61.8,0.92,0.32,0.24,0.19,-11.11,https://tcmsp-e.com/molecule.php?qn=7734
MOL007734,"5-[(E)-5-(3-furyl)-2-methyl-pent-2-enyl]-2,3-dimethoxy-p-benzoquinone",Dipeptidyl peptidase IV,332,952,316.38,2.28,0,5,61.8,0.92,0.32,0.24,0.19,-11.11,https://tcmsp-e.com/molecule.php?qn=7734
MOL007735,Des-O-methyllasiodiplodin,N/A,N/A,N/A,278.38,4.34,2,4,30.12,0.83,0.46,0.2,0.29,5.06,https://tcmsp-e.com/molecule.php?qn=7735
MOL007736,Lithospermidin B,Estrogen receptor,46,136,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02,https://tcmsp-e.com/molecule.php?qn=7736
MOL007736,Lithospermidin B,Androgen receptor,48,146,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02,https://tcmsp-e.com/molecule.php?qn=7736
MOL007736,Lithospermidin B,Coagulation factor Xa,79,239,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02,https://tcmsp-e.com/molecule.php?qn=7736
MOL007736,Lithospermidin B,Prostaglandin G/H synthase 2,94,290,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02,https://tcmsp-e.com/molecule.php?qn=7736
MOL007736,Lithospermidin B,Carbonic anhydrase II,117,357,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02,https://tcmsp-e.com/molecule.php?qn=7736
MOL007736,Lithospermidin B,DNA topoisomerase II,287,817,388.45,2.87,3,7,60.48,-0.16,-0.74,0.39,0.34,26.02,https://tcmsp-e.com/molecule.php?qn=7736
