mol_id,mol_name,mol_url,mw,alogp,hdon,hacc,ob,caco2,bbb,dl,fasa,halflife
MOL000421,nicotinic acid,https://tcmsp-e.com/molecule.php?qn=421,123.12,0.28,1,3,47.65,0.34,0.21,0.02,0.00,11.98
MOL000422,kaempferol,https://tcmsp-e.com/molecule.php?qn=422,286.25,1.77,4,6,41.88,0.26,-0.55,0.24,0.00,14.74
MOL004362,Afzelin,https://tcmsp-e.com/molecule.php?qn=4362,432.41,0.57,6,10,3.83,-0.77,-1.76,0.7,0.34,
MOL004373,Anhydroicaritin,https://tcmsp-e.com/molecule.php?qn=4373,368.41,3.88,3,6,45.41,0.72,0.01,0.44,0.00,15.01
MOL004398,"3,5,7-Trihydroxy-4'-methoxyl-8-prenylflavone-3-O-rhamnopyranoside",https://tcmsp-e.com/molecule.php?qn=4398,514.57,2.68,5,10,3.7,-0.55,-1.24,0.84,0.00,
MOL004486,"(25R,S)-5alpha-Spirostane-2alpha,3beta-diol 3-O-[O-beta-D-glucopyranosyl-(1-2)-O-beta-D-glucopyranosyl-(1-4)-beta-D-galactopyranoside]",https://tcmsp-e.com/molecule.php?qn=4486,919.19,-1.32,11,19,5.44,-2.84,-3.74,0.03,0.20,
MOL004487,gitogenin,https://tcmsp-e.com/molecule.php?qn=4487,432.71,3.92,2,4,16.13,0.40,-0.17,0.79,0.19,
MOL004488,Anemarsaponin F,https://tcmsp-e.com/molecule.php?qn=4488,"1,051.32",-2.56,13,23,9.2,-4.02,-4.72,0.02,0.22,
MOL004489,Anemarsaponin F_qt,https://tcmsp-e.com/molecule.php?qn=4489,432.71,3.92,2,4,60.06,0.43,-0.33,0.79,0.18,4.61
MOL004490,Anemarsaponin G,https://tcmsp-e.com/molecule.php?qn=4490,"1,049.30",-2.81,13,23,9.71,-3.96,-4.93,0.02,0.21,
MOL004491,Anemarsaponin G_qt,https://tcmsp-e.com/molecule.php?qn=4491,430.69,3.67,2,4,16.88,0.23,-0.49,0.79,0.22,
MOL004492,Chrysanthemaxanthin,https://tcmsp-e.com/molecule.php?qn=4492,584.96,8.24,2,3,38.72,0.51,-0.98,0.58,0.30,17.47
MOL004493,PAU,https://tcmsp-e.com/molecule.php?qn=4493,219.27,-0.98,4,6,28.39,-0.86,-1.10,0.06,0.27,
MOL004494,Desglucolanatigonin II,https://tcmsp-e.com/molecule.php?qn=4494,"1,035.32",-1.59,12,22,11.29,-3.20,-4.16,0.02,0.21,
MOL004495,tigogenin,https://tcmsp-e.com/molecule.php?qn=4495,416.71,4.88,1,3,14.09,0.87,0.31,0.81,0.18,
MOL011051,Ginkgoic acid,https://tcmsp-e.com/molecule.php?qn=11051,346.56,7.60,2,3,20.18,1.01,0.61,0.32,0.28,
MOL004497,Hippeastrine,https://tcmsp-e.com/molecule.php?qn=4497,315.35,1.17,1,6,51.65,0.02,-0.49,0.62,0.32,8.09
MOL004498,12-O-Nicotinoylisolineolone,https://tcmsp-e.com/molecule.php?qn=4498,469.63,1.32,3,7,20.7,-0.54,-1.19,0.83,0.31,
MOL004499,Isomangiferolic acid,https://tcmsp-e.com/molecule.php?qn=4499,442.75,6.47,2,3,18.66,0.56,-0.24,0.84,0.26,
MOL004500,Markogenin-3-O-beta-D-glucopyranosyl-(1-2)-beta-D-galactopyranoside,https://tcmsp-e.com/molecule.php?qn=4500,743.00,0.59,8,14,26.61,-2.07,-2.94,0.09,0.21,
MOL004501,Markogenin-3-O-beta-D-glucopyranosyl-(1-2)-beta-D-galactopyranoside_qt,https://tcmsp-e.com/molecule.php?qn=4501,432.71,3.92,2,4,17.55,0.17,-0.62,0.79,0.22,
MOL004502,Monomethyl lithospermate,https://tcmsp-e.com/molecule.php?qn=4502,552.52,3.64,6,12,2.67,-0.92,-1.77,0.75,0.40,
MOL004503,D-Nicotine,https://tcmsp-e.com/molecule.php?qn=4503,162.26,1.24,0,2,76.47,1.35,1.53,0.04,0.25,3.91
MOL004504,Sarsasapogenin 3-O-4G-rhamnosylsophoroside,https://tcmsp-e.com/molecule.php?qn=4504,887.19,0.53,9,17,25.86,-2.29,-3.07,0.06,0.22,
MOL004505,Smilagenin-3-O[beta-D-glucopyranosyl-(1-2)]-beta-D-mannopyranoside,https://tcmsp-e.com/molecule.php?qn=4505,741.03,1.39,7,13,7.51,-1.83,-2.42,0.09,0.21,
MOL004506,Smilagenin-3-O[beta-D-glucopyranosyl-(1-2)]-beta-D-mannopyranoside_qt,https://tcmsp-e.com/molecule.php?qn=4506,416.71,4.88,1,3,17.33,0.86,0.32,0.81,0.18,
MOL004507,Smilagenone,https://tcmsp-e.com/molecule.php?qn=4507,414.69,4.56,0,3,15.29,1.05,0.75,0.81,0.19,
MOL004508,Spongesterol,https://tcmsp-e.com/molecule.php?qn=4508,386.73,7.18,1,1,12.04,1.45,1.16,0.69,0.20,
MOL004509,Timosaponin A III,https://tcmsp-e.com/molecule.php?qn=4509,741.03,1.39,7,13,41.6,-1.61,-2.36,0.09,0.21,9.93
MOL004510,Timosaponin A III_qt,https://tcmsp-e.com/molecule.php?qn=4510,416.71,4.88,1,3,14.65,0.85,0.22,0.81,0.19,
MOL004511,Timosaponin A-1,https://tcmsp-e.com/molecule.php?qn=4511,578.87,3.14,4,8,7.91,-0.46,-1.20,0.29,0.21,
MOL004512,Timosaponin A-1_qt,https://tcmsp-e.com/molecule.php?qn=4512,416.71,4.88,1,3,13.28,0.76,0.11,0.81,0.20,
MOL004513,Timosaponin B III,https://tcmsp-e.com/molecule.php?qn=4513,903.19,-0.47,11,18,3.11,-2.95,-4.15,0.04,0.20,
MOL004514,Timosaponin B III_qt,https://tcmsp-e.com/molecule.php?qn=4514,416.71,4.77,2,3,35.26,0.42,-0.47,0.87,0.20,4.32
MOL004515,Timosaponin BII,https://tcmsp-e.com/molecule.php?qn=4515,921.21,-1.12,12,19,13.87,-3.35,-4.85,0.04,0.23,
MOL004516,Timosaponin BII_qt,https://tcmsp-e.com/molecule.php?qn=4516,434.73,4.12,3,4,25.25,0.11,-0.65,0.86,0.19,
MOL004517,Xuelianlacton e,https://tcmsp-e.com/molecule.php?qn=4517,248.35,2.04,1,3,34.58,0.72,0.60,0.16,0.30,4.30
MOL004518,4-O-beta-D-Glucopyranosyl methyl gallate,https://tcmsp-e.com/molecule.php?qn=4518,346.32,-1.02,6,10,17.36,-1.41,-1.95,0.28,0.28,
MOL004519,markogenin,https://tcmsp-e.com/molecule.php?qn=4519,432.71,3.92,2,4,12.9,0.27,-0.35,0.79,0.21,
MOL004520,neogitogenin,https://tcmsp-e.com/molecule.php?qn=4520,432.71,3.92,2,4,17.72,0.19,-0.46,0.78,0.21,
MOL004521,xilingsaponin A,https://tcmsp-e.com/molecule.php?qn=4521,741.03,1.39,7,13,39.04,-1.76,-2.59,0.09,0.20,9.45
MOL000449,Stigmasterol,https://tcmsp-e.com/molecule.php?qn=449,412.77,7.64,1,1,43.83,1.44,1.00,0.76,0.22,5.57
MOL004523,Anemarrhenasaponin-I,https://tcmsp-e.com/molecule.php?qn=4523,759.05,0.88,9,14,26.21,-2.44,-3.07,0.13,0.22,
MOL004524,Anemarrhenasaponin-I_qt,https://tcmsp-e.com/molecule.php?qn=4524,434.73,4.38,3,4,11.1,0.21,-0.39,0.85,0.22,
MOL004525,Chinoinin,https://tcmsp-e.com/molecule.php?qn=4525,422.37,-0.50,8,11,13.71,-1.74,-2.68,0.75,0.29,
MOL004526,Neomangiferin,https://tcmsp-e.com/molecule.php?qn=4526,584.53,-2.40,11,16,2.68,-2.89,-3.97,0.71,0.24,
MOL004527,Isomangiferin,https://tcmsp-e.com/molecule.php?qn=4527,422.37,-0.50,8,11,29.35,-1.74,-2.64,0.74,0.33,
MOL004528,Icariin I,https://tcmsp-e.com/molecule.php?qn=4528,676.73,0.77,8,15,41.58,-2.06,-3.06,0.61,0.25,18.02
MOL004529,Timosaponin A-III,https://tcmsp-e.com/molecule.php?qn=4529,741.03,1.39,7,13,17.74,-1.80,-2.66,0.09,0.20,
MOL004530,Timosaponin A-III_qt,https://tcmsp-e.com/molecule.php?qn=4530,416.71,4.88,1,3,16.87,0.69,0.01,0.81,0.21,
MOL004531,Anemarsaponin B,https://tcmsp-e.com/molecule.php?qn=4531,903.19,-0.47,11,18,17.85,-2.84,-3.97,0.04,0.22,
MOL004532,Anemarsaponin B_qt,https://tcmsp-e.com/molecule.php?qn=4532,416.71,4.77,2,3,9.8,0.48,-0.37,0.87,0.19,
MOL004534,Anemarrhenasaponin-Ia,https://tcmsp-e.com/molecule.php?qn=4534,773.08,1.29,8,14,33.08,-2.05,-2.74,0.12,0.21,8.37
MOL004535,Anemarrhenasaponin-Ia_qt,https://tcmsp-e.com/molecule.php?qn=4535,448.76,4.79,2,4,11.15,0.49,-0.03,0.84,0.21,
MOL004536,Glycerite,https://tcmsp-e.com/molecule.php?qn=4536,"1,699.30",8.19,25,45,7.41,-5.03,-6.69,0.03,0.45,
MOL004537,Anemarsaponin B,https://tcmsp-e.com/molecule.php?qn=4537,903.19,-0.47,11,18,3.11,-3.33,-4.24,0.04,0.22,
MOL004538,Anemarsaponin B_qt,https://tcmsp-e.com/molecule.php?qn=4538,416.71,4.77,2,3,10.49,0.47,-0.17,0.87,0.19,
MOL004539,Anemarsaponin C,https://tcmsp-e.com/molecule.php?qn=4539,901.22,0.76,10,17,3.74,-2.94,-4.28,0.04,0.22,
MOL004540,Anemarsaponin C_qt,https://tcmsp-e.com/molecule.php?qn=4540,416.71,4.97,2,3,35.5,0.43,-0.46,0.87,0.20,3.98
MOL004541,Anemarsaponin E,https://tcmsp-e.com/molecule.php?qn=4541,935.24,-0.71,11,19,16.09,-2.90,-3.61,0.04,0.21,
MOL004542,Anemarsaponin E_qt,https://tcmsp-e.com/molecule.php?qn=4542,448.76,4.53,2,4,30.67,0.34,-0.23,0.86,0.17,5.14
MOL000483,(Z)-3-(4-hydroxy-3-methoxy-phenyl)-N-[2-(4-hydroxyphenyl)ethyl]acrylamide,https://tcmsp-e.com/molecule.php?qn=483,313.38,2.86,3,5,118.35,0.51,-0.27,0.26,0.00,4.26
MOL002003,(-)-Caryophyllene oxide,https://tcmsp-e.com/molecule.php?qn=2003,220.39,3.52,0,1,32.67,1.58,1.76,0.13,0.28,6.51
MOL000546,diosgenin,https://tcmsp-e.com/molecule.php?qn=546,414.69,4.63,1,3,80.88,0.82,0.27,0.81,0.19,4.14
MOL000631,coumaroyltyramine,https://tcmsp-e.com/molecule.php?qn=631,283.35,2.88,3,4,112.9,0.60,-0.22,0.2,0.41,5.63
MOL000666,hexanal,https://tcmsp-e.com/molecule.php?qn=666,100.18,1.85,0,1,55.71,1.25,1.52,0.01,0.23,10.96
MOL000721,Nonadienal,https://tcmsp-e.com/molecule.php?qn=721,138.23,2.75,0,1,19.03,1.38,1.56,0.02,0.33,
